timestamp,sensor0,sensor1,sensor2
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:16,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:17,0,0,0
2023-05-09 12:40:18,0,0,0
2023-05-09 12:40:18,0,0,0
2023-05-09 12:40:18,0,0,0
2023-05-09 12:40:18,0,0,0
2023-05-09 12:40:18,0,0,0
2023-05-09 12:40:18,0,0,0
2023-05-09 12:40:19,0,0,0
2023-05-09 12:40:19,0,0,0
2023-05-09 12:40:19,0,0,0
2023-05-09 12:40:19,0,0,0
2023-05-09 12:40:19,0,0,0
2023-05-09 12:40:19,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:20,0,0,0
2023-05-09 12:40:21,0,0,0
2023-05-09 12:40:21,0,0,0
2023-05-09 12:40:21,0,0,0
2023-05-09 12:40:21,0,0,0
2023-05-09 12:40:21,0,0,0
2023-05-09 12:40:21,0,0,0
2023-05-09 12:40:22,0,0,0
2023-05-09 12:40:22,0,0,0
2023-05-09 12:40:22,0,0,0
2023-05-09 12:40:22,0,0,0
2023-05-09 12:40:22,0,0,0
2023-05-09 12:40:22,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:23,0,0,0
2023-05-09 12:40:24,0,0,0
2023-05-09 12:40:24,0,0,0
2023-05-09 12:40:24,0,0,0
2023-05-09 12:40:24,0,0,0
2023-05-09 12:40:24,0,0,0
2023-05-09 12:40:24,0,0,0
2023-05-09 12:40:25,0,0,0
2023-05-09 12:40:25,0,0,0
2023-05-09 12:40:25,0,0,0
2023-05-09 12:40:25,0,0,0
2023-05-09 12:40:25,0,0,0
2023-05-09 12:40:25,0,0,0
2023-05-09 12:40:26,0,0,0
2023-05-09 12:40:26,0,0,0
2023-05-09 12:40:26,3,0,0
2023-05-09 12:40:26,12,0,0
2023-05-09 12:40:26,6,3,0
2023-05-09 12:40:26,15,9,0
2023-05-09 12:40:27,8,14,29
2023-05-09 12:40:27,4,4,24
2023-05-09 12:40:27,10,7,19
2023-05-09 12:40:27,13,0,36
2023-05-09 12:40:27,15,2,7
2023-05-09 12:40:27,12,17,24
2023-05-09 12:40:27,16,12,7
2023-05-09 12:40:28,19,7,25
2023-05-09 12:40:28,20,6,8
2023-05-09 12:40:28,14,17,11
2023-05-09 12:40:28,16,10,16
2023-05-09 12:40:28,14,6,14
2023-05-09 12:40:28,10,0,17
2023-05-09 12:40:29,7,1,34
2023-05-09 12:40:29,14,2,30
2023-05-09 12:40:29,7,2,22
2023-05-09 12:40:29,14,1,26
2023-05-09 12:40:29,1,10,22
2023-05-09 12:40:29,5,10,12
2023-05-09 12:40:30,20,9,16
2023-05-09 12:40:30,15,0,20
2023-05-09 12:40:30,11,17,22
2023-05-09 12:40:30,14,0,25
2023-05-09 12:40:30,10,7,6
2023-05-09 12:40:30,1,3,12
2023-05-09 12:40:30,5,0,19
2023-05-09 12:40:31,0,10,5
2023-05-09 12:40:31,9,0,5
2023-05-09 12:40:31,8,0,9
2023-05-09 12:40:31,10,0,0
2023-05-09 12:40:31,9,0,15
2023-05-09 12:40:31,0,0,16
2023-05-09 12:40:32,5,4,13
2023-05-09 12:40:32,0,0,22
2023-05-09 12:40:32,0,2,14
2023-05-09 12:40:32,2,0,0
2023-05-09 12:40:32,3,4,2
2023-05-09 12:40:32,15,2,0
2023-05-09 12:40:33,14,2,0
2023-05-09 12:40:33,9,0,6
2023-05-09 12:40:33,10,0,0
2023-05-09 12:40:33,8,0,7
2023-05-09 12:40:33,8,0,0
2023-05-09 12:40:33,0,1,0
2023-05-09 12:40:33,5,6,3
2023-05-09 12:40:34,15,0,0
2023-05-09 12:40:34,11,4,0
2023-05-09 12:40:34,7,0,15
2023-05-09 12:40:34,0,0,0
2023-05-09 12:40:34,0,0,0
2023-05-09 12:40:34,0,10,0
2023-05-09 12:40:35,9,4,0
2023-05-09 12:40:35,12,13,0
2023-05-09 12:40:35,5,1,0
2023-05-09 12:40:35,10,3,7
2023-05-09 12:40:35,9,1,5
2023-05-09 12:40:35,4,14,0
2023-05-09 12:40:36,14,4,2
2023-05-09 12:40:36,5,0,0
2023-05-09 12:40:36,4,4,2
2023-05-09 12:40:36,0,6,0
2023-05-09 12:40:36,0,0,0
2023-05-09 12:40:36,0,10,0
2023-05-09 12:40:36,0,0,0
2023-05-09 12:40:37,0,5,22
2023-05-09 12:40:37,2,4,20
2023-05-09 12:40:37,6,2,26
2023-05-09 12:40:37,0,0,6
2023-05-09 12:40:37,0,0,0
2023-05-09 12:40:37,0,8,0
2023-05-09 12:40:38,0,4,0
2023-05-09 12:40:38,9,6,0
2023-05-09 12:40:38,0,2,0
2023-05-09 12:40:38,0,0,3
2023-05-09 12:40:38,5,2,2
2023-05-09 12:40:38,0,1,0
2023-05-09 12:40:39,0,2,7
2023-05-09 12:40:39,0,0,0
2023-05-09 12:40:39,0,3,0
2023-05-09 12:40:39,0,4,22
2023-05-09 12:40:39,0,0,23
2023-05-09 12:40:39,0,0,12
2023-05-09 12:40:39,4,7,0
2023-05-09 12:40:40,0,0,0
2023-05-09 12:40:40,2,3,0
2023-05-09 12:40:40,5,0,7
2023-05-09 12:40:40,0,0,0
2023-05-09 12:40:40,0,0,0
2023-05-09 12:40:40,0,0,0
2023-05-09 12:40:41,0,0,0
2023-05-09 12:40:41,0,0,0
2023-05-09 12:40:41,0,0,0
2023-05-09 12:40:41,0,0,0
2023-05-09 12:40:41,0,0,0
