timeStamp,value
0.35160299400013173,0
0.5549927860001844,0
0.7472082040003443,0
0.9310278720004135,0
1.1148194570005217,0
1.2953718819999267,0
1.4761934699999983,0
1.6600470950006638,0
1.8442440070002704,0
2.0282187550001254,0
2.2095417099999395,0
2.3932392540000365,0
2.57708954500049,0
2.7619980290000967,0
2.9461403570003313,0
3.129962814999999,0
3.3149375060002058,0
3.4992430810007136,0
3.683069747000445,0
3.8667012080004497,0
4.048118076000719,0
4.231816034000076,0
4.4159535280005,0
4.600991799999974,0
4.784879339999861,0
4.96887237700048,0
5.153863857000033,0
5.337908893000531,0
5.5218031399999745,0
5.706949493000138,0
5.890965988000062,0
6.074846526000329,0
6.258786271000645,0
6.440222095000536,0
6.624037008999949,0
6.807996296000056,0
6.992931734000194,0
7.177122891000181,0
7.360688725000728,0
7.5458272010000655,0
7.729805153000598,0
7.914104309000322,0
8.097768723000627,0
8.279239254000458,0
8.463016250000692,0
8.646951035000711,0
8.83175059899986,0
9.015750425000078,0
9.19965808500001,0
9.384874392000711,1877
9.56871117799983,1886
9.7528234600004,1884
9.936881659000392,1854
10.117897778000042,1875
10.301879853000173,1861
10.485972593000042,1873
10.670763114000692,1877
10.854895061000207,1896
11.038877760000105,1852
11.223979651000263,1905
11.407887891999962,1847
11.591855633000705,1868
11.77692848300012,1859
11.961054637000416,1861
12.145052710000527,1870
12.329092574000242,1898
12.513933717999862,1886
12.697825917000046,1877
12.881691284000226,1886
13.067091585000526,1907
13.250654205000501,1940
13.434791108999889,1935
13.619780832999822,1935
13.803831696000088,1940
13.98777522599994,1877
14.17293473800055,1905
14.356794270000137,1921
14.54103154600034,1949
14.724748747000376,1930
14.91025092000018,1937
15.09414211800049,1951
15.278123855000558,1923
15.46297912099999,1898
15.647193939000317,1967
15.830995429000723,1967
16.016004692000024,1958
16.20003892800014,1912
16.383845750000546,1923
16.568713557000592,1956
16.752782501000183,1937
16.936985067000023,1914
17.12190441400071,1960
17.306041896999886,1974
17.489883926999937,1926
17.6737055399999,1889
17.858641886999976,1891
18.04288845100018,1903
18.226831979000053,1903
18.411672659000033,1919
18.595878683000592,1907
18.779835918000572,1916
18.964528141999835,1891
19.148896037000668,1889
19.332953312000427,1914
19.51812457000051,1903
19.701984973000435,1907
19.885915958000624,1946
20.070673513000656,1861
20.254804578000403,1910
20.43877843700011,1880
20.62274412900024,1893
20.807793638000476,1856
20.99183428700053,1801
21.175690605000455,1847
21.356900963000044,1817
21.540872778999983,1859
21.72484605400041,1868
21.9099098530005,1880
22.093864460000077,1852
22.27772311100034,1866
22.46169859300062,1880
22.6429573660007,1875
22.826636644000246,1836
23.010411586999908,1808
23.195456719000504,1942
23.37967353000022,1796
23.563726760000463,1840
23.744932158000665,1886
23.92877739100004,1877
24.11270428900025,1868
24.296710102999896,1843
24.481623110999863,1896
24.66563313200004,1933
24.849560905000544,1933
25.03474395000012,1951
25.21863701500024,2007
25.403163568999844,2110
25.58764258300016,2189
25.7718246430004,2173
25.955976412000382,2237
26.141009750000194,2304
26.324741815999914,2334
26.508868208999957,2364
26.69289485399986,2392
26.8777883190005,2364
27.06160613300017,2443
27.24548053000035,2422
27.430506409000373,2540
27.61471825800072,2570
27.79865565399996,2565
27.98369403200013,2646
28.167480929000703,2616
28.351495323000563,2572
28.53664953200041,2683
28.720670343000165,2692
28.904654986000423,2750
29.08962369800065,2775
29.273790047000148,2660
29.45771985800002,2734
29.64180933300031,2801
29.826494840000123,2861
30.01057823100018,2884
30.194601040000634,3008
30.375977638000222,3004
30.559755784000117,3052
30.744003964000512,3083
30.92887513400001,3193
31.112823901999946,3041
31.296673212000314,3071
31.480460107,3128
31.661888911999995,3103
31.845592975000727,3158
32.029917569000645,3138
32.21590643000036,3143
32.40252048900038,3083
32.586379715000476,3015
32.77127609299987,2953
32.955584770000314,2990
33.139657742000054,2898
33.32467286700012,2898
33.508442551999906,2895
33.69252985700041,2849
33.876379457999974,2881
34.05773097000019,2780
34.241608569000164,2761
34.425749373000144,2828
34.606642101000034,2858
34.79081715400025,2775
34.97464721200049,2752
35.15962496100019,2833
35.34396217700032,2891
35.527734778000195,2768
35.711718541000664,2902
35.896489793,2877
36.08063980299994,2814
36.26444069399986,2877
36.44961998100007,2888
36.633883989000424,2854
36.81764817200019,2849
36.99859164700047,2893
37.18255499299994,2824
37.366588921000584,2930
37.55046330999994,2872
37.73568609500035,2921
37.91949427600048,2946
38.10353053700055,2895
38.28848640800061,2884
38.47259675100031,3004
38.65653618000033,2955
38.841763131000334,2930
39.02542752200043,2941
39.2095381550007,3011
39.394639023999844,2985
39.57860586800052,2988
39.76253071300016,2988
39.94657222300066,2969
40.13159050900049,2965
40.31595713800016,2988
40.499793025000145,2992
40.684700188000534,3038
40.86868944700018,3029
41.05265920700003,2985
41.233654594000654,2900
41.41762581200055,2965
41.60126016000049,2888
41.78640811000059,2886
41.97060823999982,2900
42.15421254600005,2812
42.33830859400041,2821
42.519530020000275,2784
42.70319994900001,2810
42.887340039000264,2805
43.07233236400043,2861
43.25662895100049,2838
43.44032687900017,2738
43.62535945499985,2764
43.809450252000715,2754
43.9932823449999,2750
44.177433724000366,2658
44.35861810700044,2678
44.542506198999945,2681
44.72644416500043,2678
44.911497238000265,2597
45.09535208000034,2581
45.27935712700037,2577
45.460746839999956,2461
45.64461063900035,2457
45.82829923300051,2452
46.01248190200022,2371
46.19741326900021,2367
46.38158514600036,2413
46.56571685800009,2364
46.75074409700028,2337
46.93456364700069,2362
47.11866265000026,2198
47.303243437000674,2226
