timeStamp,velocityLeft,velocityRight
0.0020558834075927734,30.11,29.66
0.003917217254638672,29.8,30.0
0.0056955814361572266,29.52,30.3
0.007517099380493164,29.86,29.97
0.00928640365600586,30.18,29.68
0.011110782623291016,29.68,29.73
0.012897014617919922,29.49,30.05
0.014725208282470703,29.5,30.01
0.016504287719726562,29.24,29.11
0.018321514129638672,28.41,28.29
0.020093441009521484,27.05,27.54
0.021926164627075195,26.42,26.26
0.023743152618408203,25.84,24.5
0.02552318572998047,24.72,22.89
0.027333736419677734,23.09,21.43
0.029099702835083008,21.61,20.1
0.030911684036254883,20.86,18.89
0.032685041427612305,19.59,17.19
0.03455376625061035,18.42,15.64
0.03632068634033203,17.36,14.23
0.03814506530761719,16.4,12.95
0.03991341590881348,15.52,11.78
0.041739463806152344,14.12,10.72
0.04342985153198242,13.45,9.75
0.04516267776489258,12.84,8.87
0.046848297119140625,11.68,8.07
0.0485835075378418,10.63,7.35
0.05025672912597656,10.31,6.69
0.05198049545288086,10.02,6.08
0.05355072021484375,9.12,5.53
0.05523276329040527,8.29,5.04
0.056852102279663086,7.55,4.58
0.05852651596069336,6.87,4.17
0.06015658378601074,6.25,3.79
0.06184816360473633,5.68,3.45
0.06346631050109863,5.17,3.14
0.06514406204223633,4.71,2.86
0.06676936149597168,4.28,2.6
0.06848025321960449,3.9,2.37
0.07011079788208008,3.55,2.15
0.0717923641204834,3.23,1.96
0.07341599464416504,2.94,1.78
0.07509088516235352,2.67,1.62
0.07671213150024414,2.43,1.48
0.07840681076049805,2.21,1.34
0.08003592491149902,2.01,1.22
0.08172345161437988,1.83,1.11
0.08334088325500488,1.67,1.01
0.08502578735351562,1.52,0.92
0.08666133880615234,1.38,0.84
0.08835053443908691,1.25,0.76
0.08998513221740723,1.14,0.69
0.09167361259460449,1.04,0.63
0.09331488609313965,0.95,0.57
0.09500718116760254,0.86,0.52
0.09664034843444824,0.78,0.48
0.0983285903930664,0.71,0.43
0.0999603271484375,0.65,0.39
0.10165691375732422,0.59,0.36
0.10331106185913086,0.54,0.33
0.1050407886505127,0.49,0.3
0.10663890838623047,0.44,0.27
0.10828852653503418,0.4,0.25
0.10985898971557617,0.37,0.22
0.11149001121520996,0.33,0.2
0.11308169364929199,0.3,0.18
0.11471843719482422,0.28,0.17
0.11629962921142578,0.25,0.15
0.11792945861816406,0.23,0.14
0.11949992179870605,0.21,0.8
0.12113428115844727,0.19,1.41
0.12271499633789062,0.17,1.28
0.12436032295227051,0.16,1.16
0.12593531608581543,0.14,1.06
0.12756109237670898,0.13,0.96
0.12916851043701172,0.12,0.88
0.13084077835083008,0.11,0.8
0.1324477195739746,0.1,0.73
0.13408803939819336,0.09,0.66
0.135664701461792,0.08,0.6
0.13730406761169434,0.07,0.55
0.1388864517211914,0.07,0.5
0.1405172348022461,0.06,0.45
0.14211273193359375,0.06,0.41
0.14373207092285156,0.05,0.38
0.14533519744873047,0.05,0.34
0.14692163467407227,0.04,0.31
0.14856696128845215,0.04,0.28
0.15015363693237305,0.03,0.26
0.15179085731506348,0.03,0.23
0.15337681770324707,0.03,0.21
0.15501761436462402,0.03,0.19
0.15659403800964355,0.02,0.18
0.15824317932128906,0.02,0.16
0.15982580184936523,0.02,0.15
0.1614668369293213,0.02,0.13
0.1630420684814453,0.02,0.12
0.16468477249145508,0.01,0.11
0.16626191139221191,0.01,0.1
0.16791129112243652,0.01,0.09
0.1694929599761963,0.01,0.08
0.17112517356872559,0.01,0.08
0.17270588874816895,0.01,0.07
0.1743464469909668,0.01,0.06
0.17592620849609375,0.01,0.06
0.17756414413452148,0.01,0.05
0.17914199829101562,0.01,0.05
0.1807868480682373,0.01,0.04
0.1823582649230957,0.01,0.04
0.18400120735168457,0.0,0.04
0.18558382987976074,0.0,0.03
0.18721961975097656,0.0,0.03
0.18879914283752441,0.0,0.03
0.19041013717651367,0.0,0.02
0.1920008659362793,0.0,0.02
0.19358205795288086,0.0,0.02
0.1952192783355713,0.0,0.02
0.1967933177947998,0.0,0.02
0.19841980934143066,0.0,0.02
0.20000481605529785,0.0,0.01
0.2016294002532959,0.0,0.01
0.20321416854858398,0.0,0.01
0.20601463317871094,0.0,0.01
0.20645475387573242,0.68,0.01
0.20688533782958984,1.29,0.01
0.20733070373535156,1.18,0.01
0.20775628089904785,1.07,0.01
0.20818161964416504,0.97,0.01
0.20860576629638672,0.89,0.01
0.20903396606445312,0.81,0.01
0.20945978164672852,0.73,0.0
0.2098853588104248,0.67,0.0
0.21030974388122559,0.61,0.0
0.21075129508972168,0.55,0.0
0.21117711067199707,0.5,0.0
0.21160197257995605,0.46,0.0
0.21202707290649414,0.42,0.0
0.21245098114013672,0.38,0.0
0.2128753662109375,0.34,0.0
0.21330046653747559,0.31,0.0
0.21374106407165527,0.29,0.0
0.21416616439819336,0.26,0.0
0.21459054946899414,0.24,0.0
0.21501517295837402,0.21,0.0
0.2154397964477539,0.2,0.0
0.2158646583557129,0.18,0.0
0.21628856658935547,0.16,0.0
0.21671295166015625,0.15,0.0
0.21715188026428223,0.13,0.0
0.21758270263671875,0.12,0.0
0.21800637245178223,0.11,0.0
0.2184302806854248,0.1,0.0
0.2188553810119629,0.09,0.0
0.21927905082702637,0.08,0.0
0.21970248222351074,0.08,0.0
0.22012662887573242,0.07,0.0
0.22057175636291504,0.06,0.0
0.22099876403808594,0.06,0.0
0.22142529487609863,0.05,0.0
0.22185158729553223,0.05,0.0
0.22227811813354492,0.04,0.0
0.22270512580871582,0.04,0.0
0.22313165664672852,0.04,0.0
0.22355890274047852,0.03,0.0
0.22400331497192383,0.03,0.0
0.22442913055419922,0.03,0.0
0.2248544692993164,0.02,0.0
0.2252795696258545,0.02,0.0
0.22570514678955078,0.02,0.0
0.22613143920898438,0.02,0.0
0.22655677795410156,0.02,0.0
0.22698235511779785,0.02,0.0
0.22742366790771484,0.01,0.0
0.22785449028015137,0.01,0.0
0.22827911376953125,0.01,0.0
0.22870469093322754,0.01,0.0
0.22912979125976562,0.01,0.0
0.2295541763305664,0.01,0.0
0.2299792766571045,0.01,0.0
0.2304246425628662,0.01,0.0
0.2308495044708252,0.01,0.0
0.23127269744873047,0.01,0.0
0.23169755935668945,0.01,0.0
0.23212361335754395,0.0,0.0
0.23254871368408203,0.0,0.0
0.23297405242919922,0.0,0.0
0.2333986759185791,0.0,0.0
0.23383855819702148,0.0,0.0
0.23426294326782227,0.0,0.0
0.23468708992004395,0.0,0.0
0.23510980606079102,0.0,0.0
0.23553252220153809,0.0,0.0
0.23595619201660156,0.0,0.0
0.23637962341308594,0.0,0.0
0.23680329322814941,0.0,0.0
0.2372431755065918,0.0,0.0
0.23766589164733887,0.0,0.0
0.23808813095092773,0.0,0.0
0.2385106086730957,0.0,0.0
0.23893308639526367,0.0,0.0
0.23935532569885254,0.0,0.0
0.23978304862976074,0.0,0.0
0.24020600318908691,0.0,0.0
0.24064326286315918,0.0,0.0
0.24106526374816895,0.0,0.0
0.24148821830749512,0.0,0.0
0.24191069602966309,0.0,0.0
0.24233293533325195,0.0,0.0
0.24275588989257812,0.0,0.0
0.2431790828704834,0.0,0.0
0.24360132217407227,0.0,0.0
0.24404001235961914,0.0,0.0
0.24446511268615723,0.0,0.0
0.244889497756958,0.0,0.0
0.24531292915344238,0.0,0.0
