timeStamp,velocityLeft,velocityRight
0.0006108283996582031,29.29,29.66
0.0011165142059326172,29.66,30.0
0.001605987548828125,29.99,30.3
0.0020935535430908203,29.69,29.97
0.0025854110717773438,29.42,29.68
0.003877878189086914,27.99,28.22
0.004359006881713867,25.48,25.69
0.004842281341552734,23.18,23.37
0.005322694778442383,19.92,21.27
0.005805253982543945,16.96,19.35
0.0063037872314453125,15.43,17.61
0.006786823272705078,12.88,14.86
0.007245540618896484,9.59,12.37
0.0076787471771240234,7.11,9.98
0.008111715316772461,5.16,7.13
0.008543252944946289,2.67,5.14
0.00897669792175293,0.4,2.65
0.009481191635131836,-1.66,-0.3
0.009966373443603516,-4.67,-3.43
0.010449647903442383,-7.26,-6.72
0.010933637619018555,-9.61,-9.72
0.011467695236206055,-12.95,-12.45
0.012001752853393555,-16.35,-15.3
0.01253652572631836,-19.75,-18.25
0.013092041015625,-22.83,-21.46
0.01362752914428711,-25.64,-24.4
0.014163017272949219,-28.75,-27.07
0.014698028564453125,-32.11,-30.58
0.015233039855957031,-35.7,-33.78
0.01576852798461914,-38.97,-36.68
0.016321897506713867,-41.95,-39.87
0.01685786247253418,-44.67,-42.77
0.017391681671142578,-47.67,-45.4
0.017928123474121094,-50.41,-48.34
0.018461942672729492,-52.89,-51.55
0.018995285034179688,-55.68,-54.47
0.019542694091796875,-58.79,-57.14
0.02007603645324707,-61.62,-59.58
0.02060985565185547,-64.18,-62.32
0.021144390106201172,-67.05,-65.36
0.021677255630493164,-69.65,-68.11
0.022213220596313477,-72.03,-70.63
0.022760391235351562,-74.21,-72.93
0.023299217224121094,-76.17,-75.02
0.023834943771362305,-78.51,-77.45
0.024367809295654297,-81.17,-79.67
0.02490401268005371,-83.05,-81.68
0.02543497085571289,-84.76,-84.06
0.025966644287109375,-86.86,-86.22
0.026512861251831055,-88.77,-88.19
0.027045011520385742,-91.05,-89.98
0.027576208114624023,-93.12,-92.15
0.0281069278717041,-95.01,-94.12
0.028639793395996094,-96.72,-95.91
0.029170989990234375,-98.28,-98.09
0.029717206954956055,-99.69,-99.51
0.030301809310913086,-100.99,-100.83
0.0308840274810791,-102.23,-102.58
0.03146553039550781,-103.33,-104.63
0.032047271728515625,-104.83,-106.5
0.03262925148010254,-106.7,-107.73
0.03322625160217285,-108.88,-109.32
0.03380870819091797,-110.38,-110.79
0.03438997268676758,-111.76,-112.13
0.03497171401977539,-113.01,-113.34
0.03555631637573242,-114.13,-114.43
0.03615403175354004,-115.63,-115.91
0.036733388900756836,-116.52,-117.27
0.03731250762939453,-117.35,-118.52
0.037894248962402344,-118.58,-119.64
0.03847241401672363,-119.69,-120.66
0.03905057907104492,-120.71,-122.08
0.039646148681640625,-121.63,-123.37
0.04022622108459473,-122.48,-124.06
0.04080486297607422,-123.24,-125.17
0.041382551193237305,-123.92,-126.17
0.041961669921875,-124.55,-127.09
0.042546749114990234,-125.14,-127.94
0.04314374923706055,-126.17,-128.72
0.04372262954711914,-127.58,-129.9
0.04430222511291504,-128.86,-130.97
0.044881343841552734,-129.54,-131.95
0.04545998573303223,-130.14,-132.83
0.04603981971740723,-130.7,-133.63
0.04663419723510742,-131.23,-134.4
0.047213077545166016,-131.71,-135.08
0.047792911529541016,-132.14,-135.71
0.048372507095336914,-133.02,-136.26
0.048952579498291016,-133.32,-136.76
0.04954695701599121,-133.6,-137.22
0.050127267837524414,-134.36,-138.14
0.0507049560546875,-135.01,-138.94
0.051284074783325195,-135.63,-139.21
0.05186724662780762,-136.19,-139.94
0.05244565010070801,-136.2,-140.6
0.05304074287414551,-136.26,-140.75
0.053620338439941406,-136.28,-141.35
0.0541989803314209,-135.8,-141.89
0.05477714538574219,-135.86,-142.38
0.05535626411437988,-136.4,-142.82
0.05593395233154297,-136.89,-143.23
0.05654311180114746,-137.35,-143.61
0.057143211364746094,-137.76,-143.94
0.057741641998291016,-138.13,-144.25
0.05834031105041504,-138.47,-144.53
0.058943748474121094,-138.77,-145.27
0.059575796127319336,-139.05,-145.46
0.060179710388183594,-139.8,-145.63
0.06078314781188965,-140.48,-146.27
0.06139016151428223,-140.61,-146.37
