timeStamp,stateID,sensorLeft,sensorRight,servoLeft,servoRight,dcLeft,dcRight
0.6523016290000214,1,0,0,2000,1000,0,0
1.307057197000006,1,0.0,0.0,2000,1000,0,0
1.9569633220000355,1,0.0,0.0,2000,1000,0,0
2.606939065000006,1,0.0,0.0,2000,1000,0,0
3.256911427000034,1,0.0,0.0,2000,1000,0,0
3.9069352770000023,1,0.0,0.0,2000,1000,0,0
4.556929582000009,1,0.0,0.0,2000,1000,0,0
5.206915256000002,1,0.0,0.0,2000,1000,0,0
5.8568735059999995,1,0.0,0.0,2000,1000,0,0
6.506902496999999,1,0.0,0.0,2000,1000,0,0
7.158138768000015,1,0.0,0.0,2000,1000,0,0
7.807918880000045,1,0.0,0.0,2000,1000,0,0
8.457758027000011,1,0.0,0.0,2000,1000,0,0
9.107859365000024,1,0.0,0.0,2000,1000,0,0
9.75772833000002,1,0.0,0.0,2000,1000,0,0
10.407683203000033,1,0.0,0.0,2000,1000,0,0
11.057597529000077,1,0.0,0.0,2000,1000,0,0
11.707631928000069,1,0.0,0.0,2000,1000,0,0
12.357621907000066,1,0.0,0.0,2000,1000,0,0
13.008573798000043,1,0.0,0.0,2000,1000,0,0
13.658605554000019,1,1.6,0.8,2000,1000,0,0
14.30885438000007,1,4.2,5.0,2000,1000,0,0
14.958629383000016,1,7.0,5.8,2000,1000,0,0
15.60847542099998,2,6.8,1.2,2313,686,30,30
16.258576195000046,2,9.2,1.2,1006,1993,30,30
16.90841599700002,2,15.0,9.2,1750,1250,30,30
17.55932146400005,2,39.2,35.6,2313,686,30,30
18.208334259000026,2,47.6,55.4,1006,1993,30,30
18.858372375000044,2,46.4,79.8,1750,1250,30,30
19.50836041399998,2,57.6,101.4,2313,686,30,30
20.15842743899998,2,95.2,110.6,1006,1993,30,30
20.809327423000013,2,89.0,116.4,1750,1250,30,30
21.46031786700007,3,128.8,129.0,2313,686,17.15,17.14666666666667
22.10932996600002,4,159.4,138.2,1006,1993,4.6066666666666665,5.3133333333333335
22.760372252000025,4,159.4,126.2,1750,1250,4.206666666666667,5.3133333333333335
23.410369984,4,209.4,119.8,2313,686,3.993333333333333,6.98
24.06034107000005,4,244.8,157.2,1006,1993,5.239999999999999,8.16
24.71024189900004,4,270.6,197.6,1750,1250,6.586666666666666,9.020000000000001
25.36017264999998,4,260.6,205.6,2313,686,6.853333333333333,8.686666666666667
26.009177937999993,4,316.2,228.6,1006,1993,7.62,10.54
26.660281673999975,4,384.4,285.4,1750,1250,9.513333333333332,12.813333333333333
27.309233259000052,4,381.6,351.8,2313,686,11.726666666666667,12.72
27.961304196000015,4,425.6,401.2,1006,1993,13.373333333333333,14.186666666666667
28.61009071700005,4,403.6,407.6,1750,1250,13.586666666666668,13.453333333333333
29.260177752000004,4,376.4,418.2,2313,686,13.94,12.546666666666665
29.911244357999976,4,371.0,400.0,1006,1993,13.333333333333334,12.366666666666667
30.561147290999997,4,361.6,393.6,1750,1250,13.120000000000001,12.053333333333335
31.21112543000004,4,417.6,401.6,2313,686,13.386666666666667,13.92
31.861119627999983,4,506.4,495.8,1006,1993,16.526666666666667,16.88
32.51109700100005,4,539.0,558.4,1750,1250,18.613333333333333,17.966666666666665
33.16113953399997,4,557.6,576.8,2313,686,19.226666666666667,18.586666666666666
33.81106588600005,4,579.8,577.2,1006,1993,19.240000000000002,19.326666666666664
34.46234258800007,4,693.0,590.2,1750,1250,19.673333333333336,23.1
35.11111500800007,4,663.0,620.2,2313,686,20.673333333333336,22.1
35.76208440400001,4,689.0,641.4,1006,1993,21.38,22.966666666666665
36.41195462899998,4,685.6,634.4,1750,1250,21.146666666666665,22.853333333333335
37.06215862099998,4,612.6,581.0,2313,686,19.366666666666667,20.42
37.71204628400005,4,547.0,523.4,1006,1993,17.446666666666665,18.233333333333334
38.36275647700006,4,524.0,479.2,1750,1250,15.973333333333333,17.466666666666665
39.01210343499997,4,558.0,437.4,2313,686,14.579999999999998,18.6
39.66194029899998,4,518.6,429.2,1006,1993,14.306666666666667,17.28666666666667
40.31198937500005,4,469.8,421.0,1750,1250,14.033333333333333,15.66
40.96081041800005,4,441.0,399.0,2313,686,13.299999999999999,14.7
41.61205894700004,4,410.2,333.2,1006,1993,11.106666666666666,13.673333333333332
42.26185056400004,4,307.4,290.6,1750,1250,9.686666666666667,10.246666666666666
42.91300766300003,4,289.0,253.6,2313,686,8.453333333333333,9.633333333333333
43.562852932000055,4,264.8,232.4,1006,1993,7.746666666666667,8.826666666666666
44.212842909000074,4,247.2,205.8,1750,1250,6.86,8.24
44.86171614800003,4,252.4,194.0,2313,686,6.466666666666667,8.413333333333334
45.51272217600001,4,270.4,194.0,1006,1993,6.466666666666667,9.013333333333332
46.16166488099998,4,262.0,182.8,1750,1250,6.093333333333334,8.733333333333333
46.81277247700007,4,246.8,174.0,2313,686,5.8,8.226666666666667
47.46266699199998,4,213.6,168.4,1006,1993,5.613333333333333,7.12
48.113644805000035,4,183.2,155.6,1750,1250,5.1866666666666665,6.1066666666666665
48.76377017800007,4,186.8,146.8,2313,686,4.8933333333333335,6.226666666666667
49.413731773999984,4,205.4,137.2,1006,1993,4.573333333333333,6.846666666666667
50.06264730600003,4,191.8,140.0,1750,1250,4.666666666666667,6.3933333333333335
