dateTime,experimentName,duration,braitType,braitDynamic,dcRpmInit,dcRpmMax,dcAlpha,dcK,dcKN,dcKI,dcKD,antennaType,antennaInitSpeed,snsBaselineLeft,snsBaselineRight,snsBaselineMiddle,snsSensorLeftID,snsSensorRightID,snsSensorMiddleID,offsetCorrection,symCorrection,snsSensorLeftNominal,snsSensorRightNominal,snsSymmetryCoeffs,snsSymmetryPower,snsSensorLoops,snsStorageSize,sensorSigMax,snsThreshold,snsFilterType,snsFilterCutoff
2023-05-15 08:49:05,recovery_tuning_p0_i0,48.58329708100001,1,True,20,50,1,1,0.1,1000,300,1,27.5,2543489246,2461699939,2517604439,0,1,2,True,True,51.3,0.0,"[0.284549449177826, -4.084485633444333]",0.75,1,50,2000,300,2,0.1
2023-05-15 10:43:06,recovery_tuning_p0_i0,47.03833049799999,1,True,20,50,1,1,0.1,1000,300,1,27.5,2548929104,2557582309,2516752795,0,1,2,True,True,15.15,75.75,"[0.284549449177826, -4.084485633444333]",0.75,1,50,2000,300,2,0.1
2023-05-15 10:46:30,recovery_tuning_p1_i0,53.70439295799997,1,False,20,50,1,1,0.1,1000,300,1,27.5,2548929104,2557582309,2516752795,0,1,2,True,True,121.9,505.7,"[0.284549449177826, -4.084485633444333]",0.75,1,50,2000,200,2,0.1
2023-05-15 10:50:54,recovery_tuning_p7_i0,51.44330786699993,1,False,20,50,1,1,0.1,1000,300,1,27.5,2548929104,2557582309,2516752795,0,1,2,True,True,87.15,286.7,"[0.284549449177826, -4.084485633444333]",0.75,1,50,2000,200,2,0.1
2023-05-15 11:08:05,recovery_tuning_p0_i1,1.327606525999954,1,False,20,50,1,1,0.1,1000,300,1,27.5,2548929104,2557582309,2516752795,0,1,2,True,True,0,0,"[0.284549449177826, -4.084485633444333]",0.75,1,50,1500,200,2,0.1
2023-05-15 11:09:47,recovery_tuning_p0_i1,69.15170676299999,1,False,20,50,1,1,0.1,1000,300,1,27.5,2517078376,2447412142,2481428326,0,1,2,True,True,0.2,0.0,"[0.284549449177826, -4.084485633444333]",0.75,1,50,1500,200,2,0.1
2023-05-15 11:11:38,recovery_tuning_p8_i1,54.051517774000104,1,False,20,50,1,1,0.1,1000,300,1,27.5,2517078376,2447412142,2481428326,0,1,2,True,True,16.15,0.0,"[0.284549449177826, -4.084485633444333]",0.75,1,50,1500,200,2,0.1
2023-05-15 12:10:40,recovery_tuning_p0_i2,62.432810757999505,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,59.05,0.0,"[0.2354790050093623, 17.371550312654826]",0.75,1,50,1500,200,2,0.1
2023-05-15 12:12:01,recovery_tuning_p8_i2,10.245398557000044,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,0,0,"[0.2354790050093623, 17.371550312654826]",0.75,1,50,1500,200,2,0.1
2023-05-15 12:14:26,recovery_tuning_p8_i2,16.072824121999474,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,87.0,23.333333333333332,"[0.2354790050093623, 17.371550312654826]",0.75,1,50,1500,200,2,0.1
2023-05-15 12:16:07,recovery_tuning_p8_i2,82.00942592299998,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,61.8,0.0,"[0.2354790050093623, 17.371550312654826]",0.75,1,50,1500,200,2,0.1
2023-05-15 12:18:46,recovery_simple_off_p0_i0,56.89607736800008,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,77.2,0.0,"[0.2354790050093623, 17.371550312654826]",0.5,1,50,1000,200,2,0.1
2023-05-15 12:20:18,recovery_simple_off_p8_i0,52.98136859999977,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,80.25,0.0,"[0.2354790050093623, 17.371550312654826]",0.5,1,50,1000,200,2,0.1
2023-05-15 12:22:16,recovery_simple_off_p1_i0,58.89318367499982,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,74.05,0.0,"[0.2354790050093623, 17.371550312654826]",1.0,1,50,1000,200,2,0.1
2023-05-15 12:25:05,recovery_simple_off_p2_i0,57.335655720999966,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,100.65,0.0,"[0.2354790050093623, 17.371550312654826]",1.0,1,50,1000,200,2,0.1
2023-05-15 12:26:34,recovery_simple_off_p6_i0,56.83288356599951,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,82.15,0.0,"[0.2354790050093623, 17.371550312654826]",1.0,1,50,1000,200,2,0.1
2023-05-15 12:28:49,recovery_simple_off_p3_i0,67.74116617900017,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,99.1,0.0,"[0.2354790050093623, 17.371550312654826]",2.0,1,50,1000,200,2,0.1
2023-05-15 12:30:40,recovery_simple_off_p5_i0,77.70071902200016,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,113.3,0.0,"[0.2354790050093623, 17.371550312654826]",1.5,1,50,1000,200,2,0.1
2023-05-15 12:33:34,recovery_simple_off_p4_i0,139.5347670050005,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,113.0,0.0,"[0.2354790050093623, 17.371550312654826]",1.25,1,50,1000,200,2,0.1
2023-05-15 12:35:22,recovery_simple_off_p0_i1,50.908687070999804,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,131.6,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,200,2,0.1
2023-05-15 12:37:01,recovery_simple_off_p8_i1,55.67559881699981,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,145.75,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,200,2,0.1
2023-05-15 12:38:47,recovery_simple_off_p1_i1,48.00713403900045,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,122.2,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,200,2,0.1
2023-05-15 12:41:44,recovery_simple_off_p7_i1,131.77410589199917,1,False,20,50,1,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,115.3,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,200,2,0.1
2023-05-15 12:44:41,recovery_simple_off_p2_i1,72.36075587400046,1,False,20,50,1.5,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,137.25,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,150,2,0.1
2023-05-15 12:46:15,recovery_simple_off_p6_i1,49.29108889799954,1,False,20,50,1.5,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,117.25,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,150,2,0.1
2023-05-15 12:47:45,recovery_simple_off_p3_i1,54.22320249199947,1,False,20,50,1.5,1,0.1,1000,300,1,27.5,2520092980,2543556557,2487588433,0,1,2,True,True,129.65,0.0,"[0.2354790050093623, 17.371550312654826]",1.1,1,50,800,150,2,0.1
