timeStamp,bestIndividual
44.54291744300008,[0.14493582 2.32662448]
55.62832266700025,[0.21607418 3.17844218]
66.67784328400012,[0.34347556 9.6619175 ]
77.7288821330003,[0.48893247 5.94133955]
88.77575679799975,[1.34341263 8.86948431]
