timeStamp,bestIndividual
45.79408920499998,[1.90397934e+00 8.27460288e+00 4.48710703e+03 1.25816724e+03]
56.188255899999945,[1.23861361e+00 5.38647553e+00 3.33658991e+03 1.04730126e+03]
