timeStamp,bestIndividual
44.24487383799999,[0.31203606 9.85441325]
55.30245334599999,[1.90853596 6.06510608]
66.34785507599997,[1.55780207 2.33371387]
77.39508767000001,[0.94559253 0.76316294]
88.44885365199997,[0.71579155 3.31088071]
