timeStamp,bestIndividual
39.84118954099995,[2.53694126e+00 4.82468740e+00 3.69855578e+03 2.75874287e+03]
54.96338069800004,[1.00459507e+00 7.08016033e-01 1.82523088e+03 2.83901741e+03]
44.92695806099982,[4.68413122e+00 4.79697827e+00 4.70616942e+03 8.93076601e+02]
60.08195573800003,[4.52507612e-02 4.37077785e+00 4.37013048e+03 3.91718856e+03]
75.20205574299871,[1.03262006e+00 1.26574926e-01 3.96104486e+02 2.38330650e+03]
90.32966664999913,[4.52709692e+00 3.15582560e+00 3.18681720e+03 1.51442625e+03]
105.4554116649997,[  3.3564783    2.99546642 611.02269774 345.05563415]
