timeStamp,bestIndividual
42.588984126000014,[0.74523455 1.44650967]
53.64372636999997,[0.29248532 6.44884354]
64.69071690200008,[0.01535472 9.97079967]
75.73398965799993,[1.13479098 5.01316071]
