timeStamp,bestIndividual
42.3085633080002,[0.33474463 7.7620726 ]
53.36572649300001,[1.18511831 8.29139788]
64.40658161500005,[1.28708094 0.04405368]
75.45846217500002,[1.36650424 7.3983413 ]
86.50183715600019,[1.93756731 1.42863531]
97.54378725700008,[1.20016822 8.33954486]
