timeStamp,bestIndividual
48.95479576800062,[2.61122221e-01 3.36353423e+00 2.54568687e+03 4.25631264e+02]
60.01908149500014,[1.15346703e+00 3.13676987e+00 3.04612912e+03 2.50627621e+03]
