timeStamp,bestIndividual
41.076244578000114,[1.16075531 1.58546361]
52.13053413800026,[0.62888674 2.80553959]
63.17887659100006,[0.83630014 5.23436726]
74.22201915000005,[0.52975718 0.51909248]
85.27919051200024,[1.35783937 2.46937744]
96.32516516400028,[0.77783619 9.59741512]
107.36574909199999,[0.4862335  2.42594845]
118.4284066539999,[0.3750073  7.07421529]
129.46859141899995,[1.3931708  1.25450435]
140.51224206100005,[0.92554633 1.24384584]
151.5557855510001,[1.91447753 8.03268596]
