timeStamp,bestIndividual
42.318641099999695,[1.62307568e+00 5.85665260e+00 1.93853753e+02 4.54808304e+03]
53.38038033599969,[2.80127643e-01 5.42813030e-01 1.69240662e+03 2.07237549e+03]
64.43818305099921,[1.26678004e+00 9.94899256e+00 3.98962565e+03 8.10579467e+02]
