timeStamp,bestIndividual
39.601673609000045,[1.83249879 1.87040595]
50.64656120099971,[1.77729974 5.55329447]
61.68488329899992,[0.8527962  7.12081698]
72.74126798999987,[1.72346467 5.57853037]
83.77546194599972,[1.53100757 6.69937874]
