timeStamp,stateID,sensorLeft,sensorRight,servoLeft,servoRight,dcLeft,dcRight
0.6513483610001458,1,0,0,2000,1000,0,0
1.3014329699999507,1,0,0,2000,1000,0,0
1.952394226999786,1,0.0,0.0,2000,1000,0,0
2.6023564729998725,1,0.0,0.0,2000,1000,0,0
3.2523627139999007,1,0.0,0.0,2000,1000,0,0
3.9025734769998053,1,0.0,0.0,2000,1000,0,0
4.553417692000039,1,0.0,0.0,2000,1000,0,0
5.204777941999964,1,0.0,0.0,2000,1000,0,0
5.853403542999786,1,0.0,0.0,2000,1000,0,0
6.503467141999863,1,0.0,0.0,2000,1000,0,0
7.1549394809999285,1,0.0,0.0,2000,1000,0,0
7.804364630999771,1,0.0,0.0,2000,1000,0,0
8.454384447999928,1,0.0,0.0,2000,1000,0,0
9.105424333999963,1,0.0,0.0,2000,1000,0,0
9.754285779999918,1,0.0,0.0,2000,1000,0,0
10.404355690000102,1,0.0,0.0,2000,1000,0,0
11.054273079999803,1,0.0,0.0,2000,1000,0,0
11.705217577999974,1,0.8,0.6,2000,1000,0,0
12.355221745000108,1,2.0,7.2,2000,1000,0,0
13.005221556999913,1,18.4,68.4,2000,1000,0,0
13.65540414599991,1,99.2,127.4,2000,1000,0,0
14.306017235000127,1,170.8,171.6,2000,1000,0,0
14.955325050999818,1,207.8,216.0,2000,1000,0,0
15.605236147000142,2,230.6,245.4,2313,686,30,30
16.25626903400007,2,237.0,249.0,1006,1993,30,30
16.905507895000028,2,219.0,240.4,1750,1250,30,30
17.555396875000042,2,195.6,222.8,2313,686,30,30
18.206245681999917,2,211.4,211.0,1006,1993,30,30
18.85725617700018,3,178.6,165.2,1750,1250,17.753333333333334,17.976666666666667
19.514295889000095,4,258.6,250.0,2313,686,8.333333333333334,8.620000000000001
20.16444694899974,4,313.0,306.0,1006,1993,10.2,10.433333333333334
20.813282109999818,4,369.8,277.0,1750,1250,9.233333333333333,12.326666666666666
21.46444214899975,4,341.8,383.2,2313,686,12.773333333333333,11.393333333333334
22.114432252999904,4,379.2,363.0,1006,1993,12.1,12.639999999999999
22.76443654600007,4,366.8,351.6,1750,1250,11.72,12.226666666666667
23.41444592200014,4,356.2,333.2,2313,686,11.106666666666666,11.873333333333333
24.064547904999927,4,329.0,314.4,1006,1993,10.479999999999999,10.966666666666667
24.714315992000138,4,280.4,269.4,1750,1250,8.979999999999999,9.346666666666666
25.36444116599978,4,316.0,266.6,2313,686,8.886666666666667,10.533333333333333
26.01448406899999,4,315.0,265.6,1006,1993,8.853333333333333,10.5
26.66541016600013,4,376.8,254.4,1750,1250,8.48,12.56
27.31536542499998,4,438.4,272.8,2313,686,9.093333333333334,14.613333333333332
27.96541170499995,4,392.2,280.8,1006,1993,9.36,13.073333333333332
28.615553097999964,4,379.6,288.8,1750,1250,9.626666666666667,12.653333333333334
29.26556181800015,4,347.8,283.8,2313,686,9.46,11.593333333333334
29.915423474999898,4,336.8,276.6,1006,1993,9.22,11.226666666666667
30.565565706000143,4,300.4,276.4,1750,1250,9.213333333333333,10.013333333333332
31.215356677999807,4,295.8,293.4,2313,686,9.78,9.86
31.86557921299982,4,270.0,269.8,1006,1993,8.993333333333334,9.0
32.51533453100001,4,275.6,248.8,1750,1250,8.293333333333333,9.186666666666667
33.166382759000044,4,289.8,251.8,2313,686,8.393333333333334,9.66
33.81642250300001,4,278.2,264.8,1006,1993,8.826666666666666,9.273333333333333
34.466470453000056,4,317.8,271.0,1750,1250,9.033333333333333,10.593333333333334
35.11648342799981,4,281.8,298.0,2313,686,9.933333333333334,9.393333333333334
35.766326715000105,4,308.0,350.4,1006,1993,11.68,10.266666666666666
36.41649283600009,4,318.2,383.2,1750,1250,12.773333333333333,10.606666666666666
37.06648447899988,4,285.0,383.0,2313,686,12.766666666666666,9.5
37.71634656000015,4,321.6,403.2,1006,1993,13.44,10.72
38.36643989200002,4,326.4,416.4,1750,1250,13.879999999999999,10.879999999999999
39.01661866199993,4,343.2,428.2,2313,686,14.273333333333333,11.44
39.66643403799981,4,406.0,424.8,1006,1993,14.16,13.533333333333333
40.31638349500008,4,339.2,415.0,1750,1250,13.833333333333334,11.306666666666667
40.966506223000124,4,438.0,432.2,2313,686,14.406666666666666,14.6
41.617601191000176,4,444.4,469.0,1006,1993,15.633333333333333,14.813333333333333
42.26761023300014,4,415.2,461.8,1750,1250,15.393333333333333,13.84
42.91761337700018,4,440.6,452.4,2313,686,15.079999999999998,14.686666666666667
43.56747780199976,4,428.4,427.6,1006,1993,14.253333333333334,14.28
44.217483467999955,4,419.8,395.8,1750,1250,13.193333333333333,13.993333333333334
44.86752186300009,4,369.8,378.0,2313,686,12.6,12.326666666666666
45.51752133299988,4,394.2,391.0,1006,1993,13.033333333333333,13.139999999999999
46.16752937399997,4,456.8,302.6,1750,1250,10.086666666666668,15.226666666666667
46.817396474999896,4,454.4,368.4,2313,686,12.28,15.146666666666667
47.468628327999795,4,433.8,370.6,1006,1993,12.353333333333333,14.46
48.11863020200008,4,433.8,370.6,1750,1250,12.353333333333333,14.46
48.76849788599975,4,433.8,370.6,2313,686,12.353333333333333,14.46
49.41850969500001,4,433.8,370.6,1006,1993,12.353333333333333,14.46
50.06854485899976,4,433.8,370.6,1750,1250,12.353333333333333,14.46
50.71847679299981,4,433.8,370.6,2313,686,12.353333333333333,14.46
