timeStamp,stateID,servoLeft,servoRight,dcLeft,dcRight,instantSenLeft,instantSenRight,instantSenMiddle,incSenLeft,incSenRight,decSenLeft,decSenRight,corrSenLeft,corrSenRight,corrSenMiddle
0.1780681949994687,1,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0
0.3584746830001677,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
0.5404984119995788,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
0.7214930780000941,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
0.9015848520002692,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
1.081483789000231,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
1.2625513729999511,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
1.4465098869995927,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
1.6265079929999047,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
1.806512973000281,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
1.986532994999834,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2.167624577999959,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2.3476496840003165,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2.5276725799994892,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2.708584160999635,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2.891676489999554,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
3.0725779029999103,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
3.2535985260001326,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
3.436593186999744,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
3.617573767999602,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
3.79864280899983,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
3.9815826349995405,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
4.161598904999664,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
4.341603050000231,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
4.522706298999765,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
4.703629877999447,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
4.886616912000136,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5.067617200999848,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5.25172421499974,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5.432777336999607,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5.611623541999506,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5.791728395999598,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5.9726313900000605,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
6.153621510999983,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
6.337656523000078,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
6.520759725000062,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
6.7016465520000565,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
6.882849300999624,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
7.063815169999543,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
7.246686909000346,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
7.4306121680001525,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
7.61064539400013,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
7.790613577999466,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
7.97172636599953,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
8.1547016479999,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
8.336100982999596,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
8.516690593999556,1,2000,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
8.699719127000208,1,2000,1000,0,0,324.7448520261115,0.0,0.0,0,0,0,0,0,0,0
8.880648076999933,1,2000,1000,0,0,323.9013439668719,0.0,0.0,0,0,0,0,0,0,0
9.061657029000344,1,2000,1000,0,0,340.42093227529705,322.96542817939456,0.0,0,0,0,0,0,0,0
9.244693769999685,1,2000,1000,0,0,347.91418422693835,322.5372721070155,0.0,0,0,0,0,0,0,0
9.424688743999468,1,2000,1000,0,0,359.7460815602227,333.6811945185879,96.97859964615402,0,0,0,0,0,0,0
9.605761529999654,1,2000,1000,0,0,372.5326370712013,340.1467650621205,101.25570204380955,0,0,0,0,0,0,0
9.786706523000248,1,2000,1000,0,0,394.4413904568664,350.4328526309448,105.07450998798728,0,0,0,0,0,0,0
9.970722697999918,1,2000,1000,0,0,428.0017152150648,367.3658031063557,104.02066693826362,0,0,0,0,0,0,0
10.153712602999803,1,2000,1000,0,0,454.02762684626464,393.8556437831482,110.95570084486206,0,0,0,0,0,0,0
10.335714822999762,1,2000,1000,0,0,476.5924885899386,421.79580186499766,115.78415827283776,0,0,0,0,0,0,0
10.519715331000043,1,2000,1000,0,0,499.63381678944944,449.225166089887,124.77066809998638,0,0,0,0,0,0,0
10.702784612999494,1,2000,1000,0,0,531.0549270680194,470.95799874770285,130.92118318478285,0,0,0,0,0,0,0
10.883826897999825,1,2000,1000,0,0,551.8219007349733,486.92963737601,138.31753581390888,0,0,0,0,0,0,0
11.067896657000347,1,2000,1000,0,0,576.9879160372828,516.548581024672,146.1908231228581,0,0,0,0,0,0,0
11.248841355999502,1,2000,1000,0,0,586.1995083571057,533.2877373007542,154.110792350515,0,0,0,0,0,0,0
11.434053469999526,1,2000,1000,0,0,613.9197957629549,563.2724522291603,162.05660195188628,0,0,0,0,0,0,0
11.616754493999906,1,2000,1000,0,0,631.409544533429,577.3179267283516,169.59662445233434,0,0,0,0,0,0,0
11.797756027000105,1,2000,1000,0,0,651.9517152742227,601.4383261087373,172.27670795723418,0,0,0,0,0,0,0
11.98175803399954,1,2000,1000,0,0,661.0242429952249,623.7140230053747,179.792443719014,0,0,0,0,0,0,0
12.16771891099961,1,2000,1000,0,0,681.2384770203286,637.9721600634914,187.73497393842703,0,0,0,0,0,0,0
12.350723190999815,1,2000,1000,0,0,694.080920595206,642.4719299988598,190.35295597341477,0,0,0,0,0,0,0
12.534715654999673,1,2000,1000,0,0,700.4226342767165,660.3111954742878,196.94675794441702,0,0,0,0,0,0,0
12.717719850999856,1,2000,1000,0,0,715.3880437579933,669.9206804102453,201.80153959226357,0,0,0,0,0,0,0
12.899725152999963,1,2000,1000,0,0,719.628631727175,677.4967404919178,203.5878141089875,0,0,0,0,0,0,0
13.083730241999547,1,2000,1000,0,0,725.5199390226098,686.5996374239827,209.83626814191157,0,0,0,0,0,0,0
13.267760247999831,1,2000,1000,0,0,736.635759310296,707.0821392645904,209.51416624138943,0,0,0,0,0,0,0
13.451719087000129,1,2000,1000,0,0,733.982344742272,704.4624937041808,212.3708494126139,0,0,0,0,0,0,0
13.63675302899992,1,2000,1000,0,0,749.4738038440023,713.6127963039297,216.6718675825733,0,0,0,0,0,0,0
13.820810868999615,1,2000,1000,0,0,747.791611951993,718.2863697077119,219.78387215739164,0,0,0,0,0,0,0
14.00382335499944,1,2000,1000,0,0,751.4832840567457,720.7950613981301,220.39682600389844,0,0,0,0,0,0,0
14.18480696899951,1,2000,1000,0,0,765.1224833273069,732.3011699833655,223.83340581736144,0,0,0,0,0,0,0
14.365811583999857,1,2000,1000,0,0,752.4623712299398,727.2179354513249,222.14349819409003,0,0,0,0,0,0,0
14.550066093999703,1,2000,1000,0,0,754.6201166047581,733.9117711934034,224.62699315679038,0,0,0,0,0,0,0
14.73290045199974,1,2000,1000,0,0,773.5810990430493,731.1919629873653,226.4581137500988,0,0,0,0,0,0,0
14.91479020800034,1,2000,1000,0,0,765.6590856570788,729.1757041657507,226.78733596486583,0,0,0,0,0,0,0
15.098848421999719,7,2000,1000,0,0,763.9909188196002,741.707045808723,226.96067966435385,0,0,0,0,0,0,0
15.28292651099946,7,2000,1000,0,0,766.8603293027503,749.0587467091578,230.53303294640259,0,0,0,0,0,0,0
15.467920283999774,7,2000,1000,0,0,761.0379727440234,732.1698597487086,226.8899380280532,0,0,0,0,0,0,0
15.651906621000307,7,2000,1000,0,0,753.1029767419059,734.3307721425315,229.30033625691098,0,0,0,0,0,0,0
15.835852498999884,7,2000,1000,0,0,765.2516679012366,738.3931993988064,230.73393266942833,0,0,0,0,0,0,0
16.01984187800008,7,2000,1000,0,0,771.4579172034666,737.3529373094444,227.66240310394764,0,0,0,0,0,0,0
16.20082736600034,7,2000,1000,0,0,766.0221252631758,749.4337213126195,228.04281389498928,0,0,0,0,0,0,0
16.38484003600024,7,2000,1000,0,0,767.1539477344716,745.5030261610691,231.01989078865944,0,0,0,0,0,0,0
16.568847540000206,7,2000,1000,0,0,764.1526005997215,746.6333354030962,231.3099053704991,0,0,0,0,0,0,0
16.752840668000317,7,2000,1000,0,0,772.0491653774782,750.1432741806839,231.48665892473343,0,0,0,0,0,0,0
16.93384607200005,7,2000,1000,0,0,768.5503448685266,743.3764686417022,231.60207568229262,0,0,0,0,0,0,0
17.116830596999534,7,2000,1000,0,0,760.3639444938219,749.0766803721566,230.6584783336468,0,0,0,0,0,0,0
17.29791850299989,7,2000,1000,0,0,764.3380850130154,743.5084099862279,231.19983099407773,0,0,0,0,0,0,0
17.481805086999884,7,2000,1000,0,0,722.3733306888448,745.8616453717374,229.86614432889257,0,0,0,0,0,0,0
17.662798948999807,7,2000,1000,0,0,719.9457579363869,742.3759077519784,230.8183828035683,0,0,0,0,0,0,0
17.846835702000135,7,2000,1000,0,0,721.7295772583014,701.4141939601278,232.56202214934277,0,0,0,0,0,0,0
18.029873560999476,7,2000,1000,0,0,719.4316891784104,705.3079224247124,232.0976595825903,0,0,0,0,0,0,0
18.211832690999472,7,2000,1000,0,0,717.5269367728739,704.5014061594586,221.69470047635483,0,0,0,0,0,0,0
18.394824590999633,7,2000,1000,0,0,722.514745511436,713.5993729552832,221.38754083507607,0,0,0,0,0,0,0
18.57583999399958,7,2000,1000,0,0,729.5589807700768,708.4055909828573,219.93541391466528,0,0,0,0,0,0,0
18.759836246000305,7,2000,1000,0,0,721.3399798090868,711.2503024065825,222.7426102748803,0,0,0,0,0,0,0
18.940916482999455,7,2000,1000,0,0,719.8075646575519,703.4685896262511,220.62013583282243,0,0,0,0,0,0,0
19.12383996399967,7,2000,1000,0,0,724.7016867506571,710.5789324791663,222.1357751344366,0,0,0,0,0,0,0
19.30483736699989,7,2000,1000,0,0,727.6270102103479,702.480357894049,220.67846237663798,0,0,0,0,0,0,0
19.489900388000024,7,2000,1000,0,0,734.2631784556007,704.1619497606509,220.46354469264628,0,0,0,0,0,0,0
19.673983933000272,7,2000,1000,0,0,728.3633271375253,702.7958051282433,224.30303883321807,0,0,0,0,0,0,0
19.856999914999506,7,2000,1000,0,0,728.804972286795,707.3756777977151,222.31891835467033,0,0,0,0,0,0,0
20.038937168000302,7,2000,1000,0,0,731.3245478418485,708.4343449562243,220.63230520114223,0,0,0,0,0,0,0
20.223011586999746,2,2000,1000,30,30,731.10675870092,718.4214832266216,221.65697606163278,0,0,0,0,0,0,0
20.406920960000207,2,2000,1000,30,30,726.4432507560675,709.7811343380695,221.6219728698628,0,0,0,0,0,0,0
20.59091137700034,2,2000,1000,30,30,721.3746131611359,715.1147958214736,223.0849748260982,0,0,0,0,0,0,0
20.775918313999682,2,2000,1000,30,30,731.3335842407197,704.0317310929547,221.283144714441,0,0,0,0,0,0,0
20.959932689000198,2,2000,1000,30,30,726.5230329064821,714.4900472275579,222.44036303080756,0,0,0,0,0,0,0
21.14392368799963,2,2000,1000,30,30,731.81755723268,707.01170989698,221.01948068528648,0,0,0,0,0,0,0
21.328975207999974,2,2000,1000,30,30,730.4753836877048,703.78472406365,223.08944936727957,0,0,0,0,0,0,0
21.513044751000052,2,2000,1000,30,30,717.4074617589633,713.8765607840196,222.52733713745957,0,0,0,0,0,0,0
21.696975498999564,2,2000,1000,30,30,727.4160574081221,708.0213481644042,220.6188893885279,0,0,0,0,0,0,0
21.88199880999946,2,2000,1000,30,30,728.2192069814461,715.6907563439822,222.08100206382755,0,0,0,0,0,0,0
22.067049745000077,2,2000,1000,30,30,730.2281142438129,715.2289243828956,222.0445981796614,0,0,0,0,0,0,0
22.249906347999968,2,2000,1000,30,30,732.2079574068074,710.7475480188601,219.33749155932088,0,0,0,0,0,0,0
22.433962389000044,2,2000,1000,30,30,727.9990288667785,711.1996942629182,221.35494212913554,0,0,0,0,0,0,0
22.614909955000257,2,2000,1000,30,30,729.0358145206135,708.3026653075649,222.41712748017386,0,0,0,0,0,0,0
22.79897520600025,2,2000,1000,30,30,720.7411743539914,713.5790503578385,222.14274643151418,0,0,0,0,0,0,0
22.982976119999876,2,2000,1000,30,30,723.3154020926676,717.8360162216773,220.57354426879732,0,0,0,0,0,0,0
23.16791676199955,2,2000,1000,30,30,742.9348017826035,711.1073680204452,222.1203805935308,0,0,0,0,0,0,0
23.351975261000007,2,2000,1000,30,30,733.5322403838117,711.3602681651051,224.1259806077903,0,0,0,0,0,0,0
23.535988009999528,2,2000,1000,30,30,724.3945918191541,715.5440131131073,220.07352736097283,0,0,0,0,0,0,0
23.721014777000164,2,2000,1000,30,30,729.8375899025207,715.2278874722804,222.68405708550637,0,0,0,0,0,0,0
23.90599016899978,2,2000,1000,30,30,741.9094513093839,710.9242630207578,221.84801659309707,0,0,0,0,0,0,0
24.089001481000196,2,2000,1000,30,30,729.2742326689863,718.0425891432135,220.5926462913497,0,0,0,0,0,0,0
24.27411649900023,2,2000,1000,30,30,721.462041973998,712.0639712436664,220.15867147721923,0,0,0,0,0,0,0
24.453989001999616,2,2000,1000,30,30,736.8271639679073,719.7686944838982,219.43241712467793,0,0,0,0,0,0,0
24.638184710999667,2,2000,1000,30,30,729.4696136650831,703.8897732179929,220.979181077591,0,0,0,0,0,0,0
24.82215191599971,2,2000,1000,30,30,730.114815526358,715.81211996339,220.45776653295889,0,0,0,0,0,0,0
25.006997512999988,2,2000,1000,30,30,734.5316837696639,715.3449862889603,219.94722530447666,0,0,0,0,0,0,0
25.19099825899957,2,2000,1000,30,30,732.684275489008,715.9825281062863,222.15302286457185,0,0,0,0,0,0,0
25.373977069999455,2,2000,1000,30,30,730.8395170270962,711.9287750416338,220.62797939037398,0,0,0,0,0,0,0
25.557033006999518,2,2000,1000,30,30,743.7264473673876,722.8655727387575,220.10954740492238,0,0,0,0,0,0,0
25.740010775999508,2,2000,1000,30,30,727.1526680978938,708.9946589102274,219.9938433104222,0,0,0,0,0,0,0
25.924017147000086,2,2000,1000,30,30,735.1412349731189,719.8921576937242,220.97992919902103,0,0,0,0,0,0,0
26.107028082999932,2,2000,1000,30,30,735.1596827794808,715.6025305378062,220.83925040765527,0,0,0,0,0,0,0
26.29211493299954,2,2000,1000,30,30,729.9509813604067,710.7442333867317,221.00466078807605,0,0,0,0,0,0,0
26.47303395400013,2,2000,1000,30,30,730.4687623746981,712.8030246569314,220.84582502697683,0,0,0,0,0,0,0
26.65704390799965,2,2000,1000,30,30,745.0676804859406,717.9612593873637,221.05464393129526,0,0,0,0,0,0,0
26.841041654000037,2,2000,1000,30,30,755.7181791093225,709.9635982459952,221.20034203256972,0,0,0,0,0,0,0
27.02208188500026,2,2000,1000,30,30,772.9348541741751,708.3160452818729,225.4383290571279,0,0,0,0,0,0,0
27.20503752700006,2,2000,1000,30,30,791.9163148758805,711.5381501597107,229.488667086805,0,0,0,0,0,0,0
27.386062132000006,2,2000,1000,30,30,796.1208786157965,726.6155015457323,234.7777710215876,0,0,0,0,0,0,0
27.57107131399971,2,2000,1000,30,30,813.5723539850499,734.0349944943471,244.6727834405676,0,0,0,0,0,0,0
27.754004704999716,2,2000,1000,30,30,837.841539635864,738.4172283723965,257.14258978612435,0,0,0,0,0,0,0
27.935019225999895,2,2000,1000,30,30,849.0292684962484,745.2855325179083,266.90334637293654,0,0,0,0,0,0,0
28.119073013999696,2,2000,1000,30,30,861.2356547383852,764.2674846328375,273.0885427204182,0,0,0,0,0,0,0
28.300118410999858,2,2000,1000,30,30,880.3564399897539,774.6321126738438,274.67850962220894,0,0,0,0,0,0,0
28.484021694999683,2,2000,1000,30,30,889.9866895858713,787.1529367531706,279.8948308848072,0,0,0,0,0,0,0
28.668016648000048,2,2000,1000,30,30,898.4038749148223,791.8467147748831,295.56220169000653,0,0,0,0,0,0,0
28.853028910999456,2,2000,1000,30,30,918.1249499032012,802.3139205109629,301.5078123078566,0,0,0,0,0,0,0
29.038080424999862,3,2000,1000,16.558051857185085,16.974943289609254,937.4008164802696,814.3187467312208,308.15902291786676,0,0,0,0,177.7448960648328,140.22466714665757,86.45902291786678
29.22222483800033,3,2000,1000,16.641117438034225,17.13910086404263,952.620730302413,821.3489168845039,318.3616620673338,0,0,0,0,192.51907776383655,147.7005694230803,96.6616620673338
29.407210141999713,3,2000,1000,16.712762882842398,17.551235416929867,990.2617947500019,827.248052229502,330.92702654890013,0,0,0,0,229.61118752368805,154.14865945581585,109.22702654890014
29.592223114000262,4,2000,1000,3.84699741369223,5.414260684861087,1004.9115284197222,845.595086015177,345.10005925063865,0,0,0,0,243.6417308187489,173.11488361615034,123.40005925063866
29.775427384000068,4,2000,1000,3.8751438836082674,6.094137245615194,1035.712675856996,846.6549749580598,349.8313942444266,0,0,0,0,274.23617605268373,174.38147476237202,128.1313942444266
29.959274707000077,4,2000,1000,4.57018118709168,6.421784700482701,1051.3476932435326,877.0407716973145,370.2233432585605,0,0,0,0,288.98031152172155,205.6581534191256,148.5233432585605
30.141126075999637,4,2000,1000,4.91229922075152,7.011949085439614,1078.3051911230511,892.03598265555,379.3814931632203,0,0,0,0,315.5377088447826,221.05346493381842,157.6814931632203
30.32413734199963,4,2000,1000,5.229958597874538,7.6074419670611055,1105.5687054289551,905.8643199931488,390.05571594357934,0,0,0,0,342.33488851774973,235.3481369043542,168.35571594357936
30.509438526999475,4,2000,1000,5.608518927255482,7.620786535580894,1106.9085676650536,922.1601781625833,406.9793091484,0,0,0,0,342.9353941011402,252.3833517264967,185.2793091484
30.693321976000334,4,2000,1000,6.013274805533835,8.34835308513804,1139.8302498614678,940.1930052187664,411.1266214948381,0,0,0,0,375.67588883121175,270.59736624902257,189.42662149483812
30.877302093000253,4,2000,1000,6.560147856366631,8.363651488033682,1141.1529607708803,964.1680097271337,425.64511360705467,0,0,0,0,376.36431696151567,295.2066535364984,203.94511360705468
31.06124929299949,4,2000,1000,6.785485710180795,8.924272880552817,1166.8176971379703,973.8714394450421,435.64269793580684,0,0,0,0,401.5922796248767,305.34685695813573,213.94269793580685
31.24516836699968,4,2000,1000,6.996675818525351,9.255249503095705,1182.1268357255076,982.95980374744,445.14625259512826,0,0,0,0,416.48622763930666,314.8504118336408,223.44625259512827
31.42623613700016,4,2000,1000,7.44136138755394,9.790052299842728,1206.6541347510795,1002.5094811817706,455.7023314923314,0,0,0,0,440.55235349292275,334.86126243992726,234.0023314923314
31.60917877599968,4,2000,1000,7.819604742637477,9.964345295173896,1214.8318093771193,1019.1959423243925,463.35867690723154,0,0,0,0,448.3955382828253,351.88221341868643,241.65867690723155
31.790223420000075,4,2000,1000,8.272989834244527,10.185807033030597,1224.9400402662422,1039.4558187611383,466.61936482113043,0,0,0,0,458.36131648637684,372.2845425410037,244.91936482113044
31.97539343399967,4,2000,1000,8.471809723299081,10.454202881820276,1237.4431511582873,1047.9774160720838,476.3542676996119,0,0,0,0,470.4391296819124,381.23143754845864,254.65426769961192
32.15922838099959,4,2000,1000,8.689917010612666,10.6369969702272,1246.0599438410331,1057.4011852967608,485.3054530427232,0,0,0,0,478.664863660224,391.04626547756993,263.6054530427232
32.342233020000094,4,2000,1000,8.984210168050899,10.668307330767377,1247.360556912453,1070.7527305343694,482.82529049163793,0,0,0,0,480.07382988453196,404.2894575622904,261.12529049163794
32.52418426500026,4,2000,1000,9.21563175244485,10.707563044415535,1249.54073894146,1080.7530269172573,492.29415230839294,0,0,0,0,481.84033699869906,414.7034288600182,270.59415230839295
32.70810179699947,4,2000,1000,9.691252739148977,10.818363863189452,1254.866246548963,1101.8165005562662,500.06450924159117,0,0,0,0,486.8263738435253,436.106373261704,278.3645092415912
32.89120827100032,4,2000,1000,9.834637502499604,11.071567639918522,1266.6797251453388,1107.8495062634768,509.6623249709983,0,0,0,0,498.22054379633346,442.5586876124821,287.96232497099834
33.07223883000006,4,2000,1000,9.909922198736297,11.615148831777034,1291.0394051448204,1111.3387912282794,507.33963199311927,0,0,0,0,522.6816974299666,445.9464989431333,285.6396319931193
33.25632278099965,4,2000,1000,10.184334994507957,11.528701001680849,1287.3716583709754,1123.4649614575208,512.4304113305259,0,0,0,0,518.7915450756382,458.295074752858,290.7304113305259
33.43721029599965,4,2000,1000,10.300693147944378,11.637321300905144,1292.355170438398,1128.6054797598304,514.6186270594965,0,0,0,0,523.6794585407315,463.53119165749695,292.9186270594965
33.62021905999973,4,2000,1000,10.405300672820537,12.210199019076097,1318.3417482755578,1133.1057378597907,519.358621565885,0,0,0,0,549.4589558584244,468.23853027692417,297.65862156588497
33.80115645099977,4,2000,1000,10.568976385945618,12.15808786743198,1316.0880460366955,1140.3798453652964,521.4484344224176,0,0,0,0,547.1139540344391,475.6039373675528,299.7484344224176
33.98516119099986,4,2000,1000,10.60289055988549,12.604517154658405,1336.6256024398997,1141.4577447145755,531.7084430838562,0,0,0,0,567.2032719596282,477.130075194847,310.0084430838562
