dateTime,experimentName,duration,lastCoord,lastHeading,outcome
2023-04-27 14:57:57,start_simple_p4_i0,155.06368479994126,"(2198.4152278900146, 621.8688659667969)",7.16120489662731,aborted
2023-04-27 15:00:52,start_simple_p4_i1,152.98135780007578,nan,nan,aborted
2023-04-27 15:04:10,start_simple_p0_i0,150.63795710005797,"(692.5201148986816, 1130.080379486084)",55.214767722046595,aborted
2023-04-27 15:10:09,startB_simple_p0_i0,179.67102649994195,nan,nan,aborted
2023-04-27 15:11:18,startB_simple_p9_i0,53.167677300050855,"(1526.015287399292, 177.2460422515869)",40.46862836061001,failure
2023-04-27 15:12:33,startB_simple_p4_i0,60.78668120014481,"(1081.6214351654053, 179.19198036193848)",56.515621645705124,failure
2023-04-27 15:17:19,startB_simple_p1_i0,175.67347740009427,nan,nan,aborted
2023-04-27 15:19:24,startB_simple_p8_i0,43.022816999815404,"(1140.96644115448, 175.91826629638672)",64.2787736752066,failure
2023-04-27 15:23:17,startB_simple_p2_i0,165.0847785999067,"(1428.0380859375, 426.36510181427)",24.16681779305465,aborted
2023-04-27 15:25:54,startB_simple_p7_i0,39.9917037000414,"(415.1531162261963, 168.70798301696777)",99.67677546393128,failure
2023-04-27 15:28:55,startB_simple_p3_i0,126.4845225000754,"(1019.4216604232788, 1820.2071132659912)",-73.40247206661793,failure
2023-04-27 15:32:05,startC_simple_p0_i0,33.69014000007883,"(1300.995831489563, 171.94629859924316)",68.23960720508616,failure
2023-04-27 15:33:14,startC_simple_p9_i0,37.95319119980559,"(846.5778341293335, 171.16095161437988)",71.8235099154294,failure
2023-04-27 15:36:02,startD_simple_p0_i0,133.18312330008484,"(-4.4680328369140625, 1130.153896331787)",144.0455750293074,failure
2023-04-27 15:37:16,startD_simple_p8_i0,51.11580809997395,"(1083.0274543762207, 177.5278778076172)",46.07659274468942,failure
2023-04-27 15:40:12,startD_simple_p1_i0,81.16943609993905,"(-12.560258865356445, 1110.761961698532)",-174.2193973483211,failure
2023-04-27 15:43:26,startD_simple_p7_i0,155.0936740001198,"(1453.775821685791, 178.36044883728027)",62.18456937378899,failure
2023-04-27 15:44:09,startD_simple_p2_i0,43.12129450007342,"(-65.2799301147461, 246.7442111968994)",-37.28775120752713,failure
2023-04-27 15:46:47,startD_simple_p2_i0,138.98673359979875,"(2306.281096935272, 1124.7441844940186)",79.58423722777552,success
2023-04-27 15:48:11,startD_simple_p6_i0,47.55273919994943,"(-0.41532135009765625, 852.1834487915039)",130.0514873068134,failure
2023-04-27 15:50:25,startD_simple_p3_i0,108.57275729998946,"(2368.8954849243164, 784.556224822998)",-55.8071944249914,success
2023-04-27 15:51:54,startD_simple_p5_i0,64.88266839995049,nan,nan,aborted
2023-04-27 15:55:56,startD_simple_p4_i0,206.95319380005822,nan,nan,aborted
2023-04-27 16:34:48,startD_simple_p0_i1,75.80414070002735,"(1423.3323154449463, 1820.1185035705566)",24.60657098502946,failure
2023-04-27 16:35:56,startD_simple_p8_i1,40.418813900090754,"(673.3715658187866, 178.65964698791504)",108.507656815435,failure
2023-04-27 16:37:21,startD_simple_p1_i1,58.94485790003091,"(1161.9588203430176, 177.80857849121094)",123.40634162179464,failure
2023-04-27 16:40:47,startD_simple_p7_i1,184.53926409990527,nan,nan,aborted
2023-04-27 16:42:02,startD_simple_p2_i1,45.25278510013595,"(1335.0678520202637, 179.7706117630005)",28.62327546231973,failure
2023-04-27 16:43:06,startD_simple_p6_i1,42.63312410004437,"(1185.577054977417, 179.47795295715332)",43.64190351314667,failure
2023-04-27 16:44:13,startD_simple_p3_i1,39.25184669997543,"(1124.3556108474731, 177.2629795074463)",109.94996054170991,failure
2023-04-27 16:46:44,startD_simple_p5_i1,126.14743050001562,"(2020.4354271888733, 171.80084228515625)",77.08064504788568,failure
2023-04-27 16:48:14,startD_simple_p4_i1,44.709844999946654,"(648.6996150016785, 179.05953216552734)",79.25538410980693,failure
2023-04-27 16:49:45,startD_simple_p0_i2,46.29356579994783,"(-6.533843994140625, 664.7206993103027)",138.6345352442832,failure
2023-04-27 16:51:20,startD_simple_p8_i2,61.59611009992659,"(-227.34446907043457, 390.1034207344055)",172.07068813732678,failure
2023-04-27 16:52:53,startD_simple_p1_i2,43.532517599873245,"(943.312198638916, 120.27008438110352)",129.42723533743091,failure
2023-04-27 16:55:13,startD_simple_p7_i2,70.83226629998535,nan,nan,aborted
2023-04-27 16:58:12,startD_simple_p2_i2,147.10711150011048,"(-27.222177505493164, 953.7957935333252)",153.6171425849748,failure
2023-04-27 17:00:38,startD_simple_p6_i2,114.53503929986618,"(1222.611988067627, 37.88565254211426)",124.11968657871077,failure
2023-04-27 17:04:12,startD_simple_p3_i2,183.09035870013759,nan,nan,aborted
2023-04-27 17:07:38,startD_simple_p5_i2,180.24929849989712,nan,nan,aborted
2023-04-27 17:09:47,startD_simple_p4_i2,55.22679330012761,"(2300.9531288146973, 935.1111078262329)",18.376267084535172,success
2023-04-27 17:12:07,startD_simple_p0_i3,68.98402599990368,"(-36.47815704345703, 1184.3985424041748)",166.14806718346867,failure
2023-04-27 17:14:07,startD_simple_p8_i3,71.68840600014664,nan,nan,aborted
2023-04-27 18:47:09,startD_simple_p1_i3,6.02598929987289,nan,nan,aborted
2023-04-27 18:48:05,startD_simple_p1_i3,7.447404700098559,nan,nan,aborted
2023-04-27 18:48:55,startD_simple_p1_i3,3.685958300018683,nan,nan,aborted
2023-04-27 18:49:19,startD_simple_p1_i3,2.4679739999119192,nan,nan,aborted
2023-04-27 18:54:33,startD_simple_p1_i3,77.10083819995634,"(2344.868532128632, 811.4946212768555)",-89.85753841877005,success
2023-04-27 18:58:55,startD_simple_p7_i3,186.52527340012603,nan,nan,aborted
2023-04-27 19:01:23,startD_simple_p2_i3,70.87801259988919,nan,nan,aborted
