dateTime,experimentName,duration,braitType,braitDynamic,dcRpmInit,dcRpmMax,dcAlpha,dcK,dcKN,dcKI,dcKD,antennaType,antennaInitSpeed,snsBaselineLeft,snsBaselineRight,snsBaselineMiddle,snsSensorLeftID,snsSensorRightID,snsSensorMiddleID,offsetCorrection,symCorrection,snsSensorLeftNominal,snsSensorRightNominal,snsSymmetryCoeffs,snsSymmetryPower,snsSensorLoops,snsStorageSize,sensorSigMax,snsThreshold,snsFilterType,snsFilterCutoff
2023-05-14 08:45:22,run1,50.017112412000074,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 08:59:44,run1,43.959274641999855,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:01:14,run1,38.65734439400012,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,26.8,4.4,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:06:16,run1,35.441022888000134,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:14:16,run1,38.55409523900016,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:17:59,run1,45.982256618000065,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:19:53,run1,35.929460000999825,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:23:47,run1,37.24028545500005,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:25:33,run1,37.40961570499985,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:37:00,run1,64.23627917999966,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:39:01,run1,38.985746600999846,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:40:50,run1,42.66930077799998,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:43:41,run1,41.50430349100043,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:48:46,run1,42.11084247800045,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:52:57,run1,102.65141476199915,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,200,2,0.1
2023-05-14 09:59:28,run1,8.329250212000261,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0,0,"[0.043687923939069395, 29.828705198354818]",2,1,50,4000,200,2,0.1
2023-05-14 10:00:47,run1,39.85147448099997,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,4000,200,2,0.1
2023-05-14 10:04:14,run1,127.76319487399996,1,False,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,4000,200,2,0.1
2023-05-14 10:05:56,run1,65.94657939199988,1,True,30,50,1,1,0.1,1200,500,1,27.5,2527760416,2470154181,2497812469,0,1,2,True,True,57.1,82.5,"[0.043687923939069395, 29.828705198354818]",2,1,50,4000,200,2,0.1
2023-05-14 11:04:43,run1,110.45538273900092,1,True,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,4.85,11.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,4000,200,2,0.1
2023-05-14 11:13:17,learning_tuning_p0_i0,49.03069537100001,1,False,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,11.25,13.75,"[0.043687923939069395, 29.828705198354818]",2,1,50,5000,400,2,0.1
2023-05-14 11:14:05,learning_tuning_p8_i0,7.461506713999995,1,False,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,0,0,"[0.043687923939069395, 29.828705198354818]",2,1,50,5000,400,2,0.1
2023-05-14 11:17:07,learning_tuning_p8_i0,104.06524682600002,1,False,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:18:48,learning_tuning_p1_i0,48.547885356999984,1,True,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,78.2,54.2,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:20:56,learning_tuning_p7_i0,49.57963575500003,1,False,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,0.0,0.0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:22:40,learning_tuning_p3_i0,69.04106913399994,1,False,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,65.4,57.8,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:24:02,learning_tuning_p5_i0,1.3581550080000397,1,False,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,0,0,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:25:13,learning_tuning_p5_i0,49.11525867,1,True,30,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,48.25,46.05,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:27:12,learning_tuning_p2_i0,56.392583857999966,1,True,20,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,93.95,86.5,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:29:52,learning_tuning_p1_i0,86.11635078400013,1,True,20,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,162.4,141.5,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 11:33:17,learning_tuning_p7_i0,113.58779719299991,1,False,20,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,52.75,54.35,"[0.043687923939069395, 29.828705198354818]",2,1,50,2250,300,2,0.1
2023-05-14 12:15:46,learning_simple_off_tuning_p0_i0,56.78374275900023,1,False,20,50,1,1,0.1,1200,500,1,27.5,2541064572,2485686540,2508036460,0,1,2,True,True,267.75,250.9,"[0.284549449177826, -4.084485633444333]",1,1,50,2250,300,2,0.1
