dateTime,experimentName,duration,lastCoord,lastHeading,outcome
2023-05-06 14:54:06,main_test_initial_p0_i0,39.883775800000876,"(681.8622493445873, 1823.5710945129395)",-90.6278881344991,failure
2023-05-06 14:56:11,main_test_initial_p0_i0,17.290182700031437,"(896.3881301879883, 1944.9152240753174)",-138.87542235593122,aborted
2023-05-06 15:57:06,main_test_trial_p0_i1,21.419968400034122,nan,nan,aborted
2023-05-06 16:09:26,main_test_trial_p0_i2,20.21409759996459,nan,nan,aborted
2023-05-06 20:00:40,main_test_trial_p0_i3,146.30871110002045,"(1093.9208421707153, 770.8689937591553)",-99.4694792226214,aborted
2023-05-06 20:04:03,main_test_trial_p8_i0,152.37139500002377,"(1165.835536956787, 708.7624759674072)",51.27962936382462,aborted
2023-05-06 20:05:52,main_test_trial_p7_i0,46.894561400054954,"(1234.2175664901733, 227.8792610168457)",62.72183205390219,failure
2023-05-06 20:08:07,main_test_trial_p1_i0,80.52379759994801,"(316.5288333892822, 474.964054107666)",-35.96421764072957,aborted
2023-05-06 20:10:03,main_test_trial_p2_i0,77.7984575999435,"(2024.873191833496, 385.10909843444824)",21.800908566453934,aborted
2023-05-06 20:11:55,main_test_trial_p6_i0,58.97899840003811,"(1225.8801107406616, 226.40046501159668)",65.3456014122384,failure
2023-05-06 20:14:50,main_test_trial_p5_i0,128.3876878999872,"(2245.7025203704834, 925.4653215408325)",-26.106927904154894,success
2023-05-06 20:16:32,main_test_trial_p8_i0,45.64434090000577,"(-39.90117263793945, 575.4821491241455)",-161.97713020453034,failure
2023-05-06 20:20:09,main_test_trial_p8_i1,117.06733679992612,"(526.2877159118652, 229.49695777893066)",30.625543709961672,failure
2023-05-06 20:24:49,main_test_p0_i0,181.9677128000185,"(1643.5389099121094, 1485.8797512054443)",-111.1019334169351,aborted
2023-05-06 20:28:49,main_test_B_p0_i0,116.62018209998496,"(2237.1211910247803, 1054.9791622161865)",-40.95308001806068,success
2023-05-06 20:31:26,main_test_B_p1_i0,101.28512779995799,"(1807.5615673065186, 226.64439392089844)",66.48593564511788,failure
2023-05-06 20:34:24,main_test_B_p8_i0,121.98862780001946,"(1494.360281944275, 1543.569387435913)",-114.67199133383072,aborted
2023-05-06 20:36:43,main_test_C_p7_i0,49.97255619999487,"(1736.9663906097412, 223.04803085327148)",73.53856358583043,failure
2023-05-06 20:38:07,main_test_C_p8_i0,45.071431800024584,"(752.9574394226074, 226.37674713134766)",50.70763175668731,failure
2023-05-06 20:41:57,main_test_C_p0_i0,191.78338699997403,"(307.4777193069458, 437.38811683654785)",72.5870157816101,aborted
2023-05-06 20:45:06,main_test_D_p0_i0,89.84342930000275,"(1121.910451889038, 225.5829849243164)",51.1598722420122,failure
2023-05-06 20:47:19,main_test_D_p8_i0,94.50820120004937,"(1060.6005096435547, 225.160249710083)",63.49687410959105,failure
2023-05-06 20:49:20,main_test_D_p1_i0,87.50748889998067,"(1575.1461343765259, 439.4211730957031)",112.53208623667655,aborted
2023-05-06 20:51:28,main_test_D_p7_i0,91.23751869995613,"(2394.14727973938, 229.09588718414307)",14.97291359471205,failure
2023-05-06 20:54:55,main_test_D_p2_i0,175.39092389994767,"(479.27341651916504, 1275.5916109085083)",15.50484701972535,aborted
2023-05-06 20:57:36,main_test_D_p6_i0,130.2883628999116,"(1807.7220478057861, 1728.959945678711)",-139.56766202831201,aborted
2023-05-06 21:01:16,main_test_D_p3_i0,172.35020480002277,"(1016.7781295776367, 1570.0212650895119)",178.40409032824783,aborted
2023-05-06 21:04:21,main_test_D_p5_i0,149.64926119998563,"(998.0591821670532, 226.4365291595459)",74.04877188664122,failure
2023-05-06 21:08:07,main_test_D_p4_i0,189.59887969994452,"(1790.6940908432007, 349.36371421813965)",-62.512623359624705,aborted
2023-05-06 21:11:34,main_test_D_p0_i1,150.23443750001024,"(2248.5971813201904, 1094.279872894287)",10.934817818714947,success
2023-05-06 21:13:08,main_test_D_p8_i1,49.99352959997486,"(777.9297895431519, 226.9615707397461)",60.896259092541186,failure
2023-05-06 21:16:03,main_test_D_p1_i1,143.715365900076,"(1942.3972206115723, 369.997980594635)",5.9254038290580935,aborted
2023-05-06 21:18:02,main_test_D_p7_i1,56.2739251999883,"(1241.2734107971191, 227.90800857543945)",50.260496837767015,failure
2023-05-06 21:22:06,main_test_D_p2_i1,203.923099800013,"(2239.625253677368, 1068.6774282455444)",29.430018133493906,success
