dateTime,experimentName,duration,braitType,braitDynamic,dcRpmInit,dcRpmMax,dcAlpha,dcK,dcKN,dcKI,dcKD,antennaType,antennaInitSpeed,snsBaselineLeft,snsBaselineRight,snsBaselineMiddle,snsSensorLeftID,snsSensorRightID,snsSensorMiddleID,offsetCorrection,symCorrection,snsSensorLeftNominal,snsSensorRightNominal,snsSymmetryCoeffs,snsSymmetryPower,snsSensorLoops,snsStorageSize,sensorSigMax,snsThreshold,snsFilterType,snsFilterCutoff
2023-05-11 07:12:07,filtering_tuning_p0_i0,44.50061219700001,1,True,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,True,True,0.0,0.0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,0,0.1
2023-05-11 07:15:47,filtering_tuning_p8_i0,60.72944580799992,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,0,0.1
2023-05-11 07:23:32,filtering_tuning_p1_i0,43.72870499999999,1,False,30,50,1.5,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,0,0.1
2023-05-11 07:28:24,filtering_tuning_p7_i0,46.360990939999965,1,False,30,50,1.25,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 07:32:51,filtering_tuning_p2_i0,40.537952183000016,1,False,30,50,1.25,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 07:37:58,filtering_tuning_p6_i0,40.33525859300016,1,False,30,50,1.25,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 07:43:15,filtering_tuning_p3_i0,26.088940803999776,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 07:45:15,filtering_tuning_p5_i0,8.718648692999977,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 07:47:31,filtering_tuning_p5_i0,4.788924749999751,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 07:50:05,filtering_tuning_p5_i0,39.39942811899982,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 09:00:45,filtering_tuning_p0_i1,1.4265546720007478,1,False,30,50,1,1,0.1,1200,500,1,27.5,2412220680,2406779948,2434634578,0,1,2,False,True,0,0,"[0.10623806772137356, 14.785488678025214]",0.6,1,50,2000,200,2,0.1
2023-05-11 09:04:28,filtering_tuning_p0_i1,39.5698887869994,1,False,30,50,1,1,0.1,1200,500,1,27.5,2412220680,2406779948,2434634578,0,1,2,False,True,0,0,"[0.058378984604861094, 27.29432650025721]",0.8,1,50,2000,200,2,0.1
2023-05-11 09:06:57,filtering_tuning_p8_i1,60.914796443999876,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,False,True,0,0,"[0.058378984604861094, 27.29432650025721]",0.8,1,50,2000,200,2,0.1
2023-05-11 09:08:55,filtering_tuning_p1_i1,43.826821747000395,1,True,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,True,True,172.75,188.0,"[0.058378984604861094, 27.29432650025721]",0.8,1,50,2000,200,2,0.1
2023-05-11 09:11:27,filtering_tuning_p7_i1,44.354845294999905,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,True,True,119.5,145.75,"[0.058378984604861094, 27.29432650025721]",0.8,1,50,2000,200,2,0.1
2023-05-11 10:20:57,filtering_tuning_p0_i2,42.587400339,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,True,True,26.8,79.15,"[0.058378984604861094, 27.29432650025721]",0.8,1,50,2000,200,2,0.1
2023-05-11 10:23:52,filtering_tune_p8_i2,50.109848734000025,1,False,30,50,1,1,0.1,1200,500,1,27.5,2522320854,2474151778,2485950125,0,1,2,True,True,0.25,41.9,"[0.058378984604861094, 27.29432650025721]",0.8,1,50,2000,200,2,0.1
