dateTime,experimentName,duration,braitType,braitDynamic,dcRpmInit,dcRpmMax,dcAlpha,dcK,dcKN,dcKI,dcKD,antennaType,antennaInitSpeed,snsBaselineLeft,snsBaselineRight,snsBaselineMiddle,snsSensorLeftID,snsSensorRightID,snsSensorMiddleID,offsetCorrection,symCorrection,snsSensorLeftNominal,snsSensorRightNominal,snsSymmetryCoeffs,snsSymmetryPower,snsSensorLoops,snsStorageSize,sensorSigMax,snsThreshold,snsFilterType,snsFilterCutoff
2023-05-06 12:54:07,main_test_initial_p0_i0,40.846922476000145,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,56.5,156.1,"[0.24646860931949832, 1.0932192464509185]",1,4,60,4000,500,2,0.1
2023-05-06 12:56:13,main_test_initial_p0_i0,18.249969999000314,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,0,0,"[0.24646860931949832, 1.0932192464509185]",1,4,60,4000,500,2,0.1
2023-05-06 13:57:07,main_test_trial_p0_i1,22.467415402999904,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,9.65,44.1,"[0.24646860931949832, 1.0932192464509185]",1,4,60,4000,500,2,0.1
2023-05-06 14:09:27,main_test_trial_p0_i2,21.219197500999144,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,0,0,"[0.24646860931949832, 1.0932192464509185]",1,4,60,4000,500,2,0.1
2023-05-06 18:00:41,main_test_trial_p0_i3,147.30456354900002,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,91.0,93.1,"[0.25961209561687904, -5.443027085603903]",1,4,60,2500,300,2,0.1
2023-05-06 18:04:04,main_test_trial_p8_i0,153.57026160499998,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,75.6,75.05,"[0.25961209561687904, -5.443027085603903]",1,4,60,1000,200,2,0.1
2023-05-06 18:05:54,main_test_trial_p7_i0,47.90535579300001,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,False,102.25,80.0,"[0.25961209561687904, -5.443027085603903]",1,4,60,1000,200,2,0.1
2023-05-06 18:08:08,main_test_trial_p1_i0,81.52172832199994,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,False,418.0,308.1,"[0.25961209561687904, -5.443027085603903]",1,4,60,1000,100,2,0.1
2023-05-06 18:10:04,main_test_trial_p2_i0,78.80422636499998,1,False,30,50,1,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,False,163.75,159.8,"[0.25961209561687904, -5.443027085603903]",1,4,60,1000,100,2,0.1
2023-05-06 18:11:57,main_test_trial_p6_i0,59.98669225900005,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,False,137.65,126.6,"[0.25961209561687904, -5.443027085603903]",1,4,60,1000,100,2,0.1
2023-05-06 18:14:51,main_test_trial_p5_i0,129.537451938,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,154.55,146.4,"[0.25961209561687904, -5.443027085603903]",1,4,60,1000,100,2,0.1
2023-05-06 18:15:36,main_test_trial_p5_i0,8.003186163999999,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,0,0,"[0.25961209561687904, -5.443027085603903]",0.75,4,60,1000,100,2,0.1
2023-05-06 18:16:34,main_test_trial_p8_i0,46.59704917799991,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,201.95,201.05,"[0.25961209561687904, -5.443027085603903]",0.75,4,60,1000,100,2,0.1
2023-05-06 18:20:10,main_test_trial_p8_i1,118.01934060899998,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,214.35,214.4,"[0.25961209561687904, -5.443027085603903]",0.75,4,60,1000,100,2,0.1
2023-05-06 18:24:50,main_test_p0_i0,182.884937886,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,223.95,218.15,"[0.25961209561687904, -5.443027085603903]",0.75,4,60,1000,100,2,0.1
2023-05-06 18:28:50,main_test_B_p0_i0,117.53979410199986,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,218.05,220.1,"[0.25961209561687904, -5.443027085603903]",0.5,4,60,750,100,2,0.1
2023-05-06 18:31:27,main_test_B_p1_i0,102.24664012400035,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,239.7,231.45,"[0.25961209561687904, -5.443027085603903]",0.5,4,60,750,100,2,0.1
2023-05-06 18:34:25,main_test_B_p8_i0,123.31728659999999,1,False,30,50,0.75,1,1,10,5,2,25.0,2447739937,2386332633,2385874848,0,1,2,True,True,227.35,224.35,"[0.25961209561687904, -5.443027085603903]",0.5,4,60,750,100,2,0.1
