timeStamp,value
0.35255535700025575,0
0.5377197010002419,0
0.7212929639999857,0
0.9054017960002056,0
1.0904027690003204,0
1.2743320640001912,0
1.4582729020003171,0
1.6432942930000536,0
1.8271029270003964,0
2.011341422999976,0
2.19533738500013,0
2.3803288190001695,0
2.564298699000119,0
2.7483154950000426,0
2.9333150550000937,0
3.11736535,0
3.301261858000089,0
3.4863683749999836,0
3.670425255000282,0
3.8543525550003324,0
4.039338824999959,0
4.223189086000275,0
4.407484210000348,0
4.59245806600029,0
4.7764546570001585,0
4.960507622000023,0
5.14460454500022,0
5.32932582400008,0
5.513516412000172,0
5.6971470160001445,0
5.882314617000247,0
6.066438749000099,0
6.250454133000403,0
6.435203165000075,0
6.619429211000352,0
6.80343605600001,0
6.988409040000079,0
7.172127560000263,0
7.359889256000315,0
7.545221565000247,0
7.729302034000284,0
7.913278007000372,0
8.09831761500027,0
8.282083719000184,0
8.466429598000104,0
8.650214744000095,362
8.835271812999963,360
9.019345909000094,367
9.203067182000268,365
9.388107667999975,369
9.57619677599996,361
9.763895896000122,354
9.949435535000248,358
10.133477717000005,367
10.32181302700019,352
10.506518942000184,357
10.693876197999998,364
10.87934630000018,371
11.063457898000252,347
11.247520831000202,352
11.432225997000387,353
11.616413387000193,360
11.800377991000005,362
11.984095352000168,352
12.168857933000254,358
12.35339827200005,347
12.537351294000018,362
12.721881134000341,341
12.906317268000294,340
13.090058672000396,352
13.280455887000244,346
13.474729201000173,354
13.659864108999955,333
13.844170040000336,342
14.027859488000104,354
14.213067977000264,337
14.397209955000108,344
14.581118232000335,336
14.766226392000135,346
14.950216876000013,339
15.133948241000326,357
15.318132053000227,343
15.503242547000355,349
15.69088855300015,339
15.879924437000227,347
16.064304952000384,332
16.24824943900012,347
16.433267229000194,334
16.617246882000018,340
16.80111970500002,340
16.985185523000382,335
17.17018435600039,344
17.354178133999994,336
17.538016419000087,338
17.722587182000098,329
17.906866579000052,343
18.091166225000052,347
18.275741821000338,342
18.460044552,347
18.64385267100033,345
18.829048002000036,342
19.013120989000072,340
19.19719801800011,330
19.385762671000066,350
19.570155442000214,342
19.757754081000257,340
19.943075201000283,338
20.130599301000075,350
20.31490249200033,352
20.503695640000387,346
20.688101413000368,334
20.87197478400003,348
21.056981415000337,355
21.241048114000023,316
21.425027525000132,343
21.609834288000002,350
21.79420843800017,342
21.98150129700025,327
22.16662584300002,330
22.350780708000002,329
22.534927658000015,345
22.71980196200002,339
22.903990286000408,352
23.08795149100024,340
23.272475014000065,338
23.456576924000274,340
23.640808457000276,342
23.82459541800017,337
24.00981233900029,324
24.194135369000378,331
24.377906748999976,334
24.562786847000098,357
24.746621184000105,342
24.93095404900032,341
25.116056850000405,332
25.30363212200018,348
25.487925281000116,330
25.67291754500002,322
25.85703379200004,328
26.040829923000274,327
26.2256639000002,346
26.410052182000072,338
26.5939658530001,340
26.77874754100003,363
26.962804917000085,413
27.14692945700017,425
27.33546920500021,466
27.519579081000302,503
27.703443462999985,544
27.88866626500021,582
28.072782390000157,623
28.256764603000192,650
