dateTime,experimentName,duration,lastCoord,lastHeading,outcome
2023-05-15 10:25:28,recovery_tuning_p0_i0,114.28709399997024,"(903.4065002650023, 1085.5356048345566)",-83.0375740419448,aborted
2023-05-15 10:49:03,recovery_tuning_p0_i0,47.65179639996495,"(1017.4756724983454, 1770.684129834175)",-83.0823049508192,failure
2023-05-15 12:43:05,recovery_tuning_p0_i0,46.15450999996392,"(937.5088224858046, 1774.7993378639221)",-86.15622475659428,failure
2023-05-15 12:44:42,recovery_tuning_p8_i0,26.647012899979018,"(654.140324652195, 1924.1480519771576)",99.63619047988307,aborted
2023-05-15 12:46:29,recovery_tuning_p1_i0,52.82558409997728,"(1104.3715058267117, 1785.26196038723)",-84.84767662483573,failure
2023-05-15 12:48:03,recovery_tuning_p7_i0,38.64124139997875,"(499.24131351709366, 2060.1981728076935)",93.3600525949634,failure
2023-05-15 12:50:53,recovery_tuning_p7_i0,50.53453750000335,"(1153.2523039579391, 1781.7684844732285)",-126.85105190704219,failure
2023-05-15 13:08:04,recovery_tuning_p0_i1,0.3247111000237055,"(718.1630629226565, -282.22721445560455)",-90.42803679938453,aborted
2023-05-15 13:09:45,recovery_tuning_p0_i1,68.19779509998625,"(1057.944237112999, 1160.965595960617)",149.63459588372376,aborted
2023-05-15 13:11:37,recovery_tuning_p8_i1,53.15112880000379,"(540.3707941249013, 940.9449256658554)",-87.51464692967227,aborted
2023-05-15 14:10:39,recovery_tuning_p0_i2,61.5734268000233,"(1091.6116918325424, 1771.1438126564026)",-59.01870156140721,failure
2023-05-15 14:12:00,recovery_tuning_p8_i2,9.38505639997311,"(700.7615331467241, 2387.196159005165)",90.78866395737202,aborted
2023-05-15 14:14:25,recovery_tuning_p8_i2,15.16991280001821,"(700.5961504541337, 2384.7886761426926)",91.47606785582045,aborted
2023-05-15 14:16:06,recovery_tuning_p8_i2,81.07274360000156,"(606.4424625635147, 1585.7369572520256)",-173.11873968433022,aborted
2023-05-15 14:18:45,recovery_simple_off_p0_i0,55.99853019998409,"(1444.6323016881943, 1770.713368177414)",-34.79087310359142,failure
2023-05-15 14:20:16,recovery_simple_off_p8_i0,52.096032300032675,"(-2.2443896532058716, 442.99680066108704)",141.7962298110821,failure
2023-05-15 14:22:15,recovery_simple_off_p1_i0,58.03362619999098,"(1474.4677995443344, 1771.3693453967571)",-12.1722107472476,failure
2023-05-15 14:23:37,recovery_simple_off_p7_i0,50.16038239997579,"(714.5116959810257, 154.85764594376087)",3.8889577416962275,failure
2023-05-15 14:25:03,recovery_simple_off_p2_i0,56.47946379997302,"(1202.9399815797806, 1773.0482501983643)",-51.580902177924706,failure
2023-05-15 14:26:33,recovery_simple_off_p6_i0,55.974415500008035,"(323.9789662361145, 228.96142661571503)",111.75565765258618,failure
2023-05-15 14:28:48,recovery_simple_off_p3_i0,66.87340989999939,"(665.9653967618942, 1619.4985972642899)",-115.4658642210613,aborted
2023-05-15 14:30:39,recovery_simple_off_p5_i0,76.81445679999888,"(1178.9350333213806, 1323.9004966020584)",-120.72517818386282,aborted
2023-05-15 14:33:33,recovery_simple_off_p4_i0,138.65395960002206,"(2357.9515941143036, 1559.9386701323092)",-1.0781424790004566,aborted
2023-05-15 14:35:20,recovery_simple_off_p0_i1,50.05322739999974,"(951.212199613452, 1771.6841387748718)",-95.48908403095892,failure
2023-05-15 14:37:00,recovery_simple_off_p8_i1,54.828520100039896,"(602.665947496891, 229.65836310386658)",68.82097241667014,failure
2023-05-15 14:38:46,recovery_simple_off_p1_i1,47.17829489998985,"(802.4074974060059, 1773.3467910289764)",-72.23137466171671,failure
2023-05-15 14:41:43,recovery_simple_off_p7_i1,130.9402799999807,"(1363.8986674547195, 1771.6195377111435)",-67.95481563745331,failure
2023-05-15 14:44:40,recovery_simple_off_p2_i1,71.54961350001395,"(830.5120652318001, 1773.203537940979)",-77.01541674131207,failure
2023-05-15 14:46:13,recovery_simple_off_p6_i1,48.44784249999793,"(-10.04904055595398, 466.04464969038963)",-171.1657153930568,failure
2023-05-15 14:47:43,recovery_simple_off_p3_i1,53.37271279998822,"(1209.347009062767, 1770.7570296525955)",-121.03201760213646,failure
2023-05-15 14:49:52,recovery_simple_off_p5_i1,77.12388470000587,"(1204.4793101251125, 1781.5934690237045)",-97.17312181233892,failure
2023-05-15 14:51:38,recovery_simple_off_p4_i1,78.33487170003355,"(1203.5359971523285, 228.91196477413177)",128.9274703958611,failure
2023-05-15 14:53:30,recovery_simple_off_p0_i2,82.09028190001845,"(1442.9918966293335, 1770.5199691057205)",-19.036995679180112,failure
2023-05-15 14:54:58,recovery_simple_off_p8_i2,52.94428410002729,"(-3.7793108224868774, 286.12127009034157)",174.4490556289736,failure
2023-05-15 14:56:41,recovery_simple_off_p1_i2,47.7274863999919,"(1090.8052632808685, 1772.4634385108948)",-72.73715699994533,failure
2023-05-15 14:58:12,recovery_simple_off_p7_i2,49.09816780005349,"(-8.158345818519592, 421.79036670923233)",-165.16890492443397,failure
2023-05-15 15:01:35,recovery_simple_off_p2_i2,68.26215010002488,"(338.4592888355255, 515.8432185649872)",-35.37252518312054,aborted
2023-05-15 15:02:28,recovery_simple_off_p2_i2,26.909272000018973,"(181.67604756355286, 382.41149401664734)",-28.95294649544144,aborted
2023-05-15 15:03:54,recovery_simple_off_p2_i2,52.46772299997974,"(956.300016283989, 1777.6822038888931)",-144.41058033855288,failure
2023-05-15 15:06:05,recovery_simple_off_p6_i2,91.52219469996635,"(286.2565977573395, 1555.636930219829)",-176.9904870568653,aborted
2023-05-15 15:07:43,recovery_simple_off_p3_i2,53.477316799981054,"(1715.5524742603302, 1773.2895339727402)",-56.247304494350345,failure
2023-05-15 15:09:24,recovery_simple_off_p5_i2,63.7026227999595,"(1630.092726945877, 1771.817236661911)",-151.46049669416493,failure
2023-05-15 15:11:00,recovery_simple_off_p4_i2,56.88761010003509,"(2232.176896214485, 1004.3526507616043)",45.753985834716794,success
2023-05-15 15:12:53,recovery_simple_off_p0_i3,83.23191810003482,"(955.3276833295822, 1778.6264238357544)",-121.49703054120928,failure
2023-05-15 15:14:28,recovery_simple_off_p8_i3,50.95289800001774,"(75.03511357307434, 228.53906309604645)",124.82308678019537,failure
2023-05-15 15:15:50,recovery_simple_off_p1_i3,55.7238772000419,"(1390.4821667671204, 1771.65787088871)",-34.5430635952196,failure
2023-05-15 15:17:12,recovery_simple_off_p7_i3,51.79206309997244,"(735.0747189223766, 225.46778976917267)",99.22234248788283,failure
2023-05-15 15:18:37,recovery_simple_off_p2_i3,49.887910399993416,"(-15.776723742485046, -13.933683156967163)",-54.140826342994224,aborted
2023-05-15 15:19:16,recovery_simple_off_p2_i3,27.42804359999718,"(198.59098839759827, 421.8119406700134)",-31.942294898913413,aborted
2023-05-15 15:20:48,recovery_simple_off_p2_i3,60.83456320001278,"(2382.4815509319305, 226.67469775676727)",37.75229627864179,failure
2023-05-15 16:01:48,recovery_simple_off_p2_i3,21.761542300053407,"(94.61792075634003, 2183.3107348382473)",7.050543452355233,aborted
2023-05-15 16:04:10,recovery_simple_off_p2_i3,113.01816099998541,"(862.7099794149399, 694.5546867400408)",4.627288811256736,aborted
2023-05-15 16:05:42,recovery_simple_off_p6_i3,42.60991850000573,"(183.5826861858368, 2040.5852279663086)",24.68836762298224,aborted
2023-05-15 16:07:35,recovery_simple_off_p6_i3,77.17729620001046,"(183.5826861858368, 2040.5852279663086)",24.68836762298224,aborted
2023-05-15 16:08:41,recovery_simple_off_p6_i3,54.56062380003277,"(183.5826861858368, 2040.5852279663086)",24.68836762298224,aborted
2023-05-15 16:10:18,recovery_simple_off_p6_i3,51.57061459997203,"(183.5826861858368, 2040.5852279663086)",24.68836762298224,aborted
2023-05-15 16:14:15,recovery_simple_off_p6_i3,49.25714000000153,"(442.9520763158798, 220.4758701324463)",123.76260428890251,failure
2023-05-15 16:15:44,recovery_simple_off_p3_i3,57.12983059999533,"(2295.1949708759785, 794.2603297233582)",-85.25205114445717,success
2023-05-15 16:17:05,recovery_simple_off_p5_i3,43.93997489998583,"(-2.6747950315475464, 763.7948697805405)",-128.2103824952798,failure
2023-05-15 16:19:10,recovery_simple_off_p5_i3,73.24557999998797,"(770.8108056783676, 228.1035190820694)",142.37026622968668,failure
2023-05-15 16:20:36,recovery_simple_off_p4_i3,53.54677080002148,"(732.7164218425751, 229.3119048923254)",173.33226505816316,failure
2023-05-15 16:22:12,recovery_simple_off_p0_i4,53.367779599968344,"(2759.4572738409042, 1599.863360285759)",-16.086261750180807,failure
2023-05-15 16:23:37,recovery_simple_off_p8_i4,53.958895199990366,"(203.12857604026794, 225.882852435112)",132.23556323733004,failure
2023-05-15 16:25:06,recovery_simple_off_p1_i4,56.3275262999814,"(2679.8766674995422, 1770.9523146152496)",-39.746994969136075,failure
2023-05-15 16:26:27,recovery_simple_off_p7_i4,52.127032199990936,"(111.85930632799864, 226.87687230110168)",87.32727435017131,failure
2023-05-15 16:27:56,recovery_simple_off_p2_i4,62.089791400008835,"(2292.716982483864, 1771.059096455574)",-25.623652746788764,failure
2023-05-15 16:29:25,recovery_simple_off_p6_i4,56.05236229998991,"(361.18153965473175, 1772.4132108688354)",-20.968484384000508,failure
2023-05-15 16:30:51,recovery_simple_off_p3_i4,55.42490750004072,"(2273.147884488106, 837.2218407392502)",-44.29614001298552,success
2023-05-15 16:31:48,recovery_simple_off_p5_i4,25.779262399999425,"(144.26383221149445, 1517.3272823691368)",-21.58066057893041,aborted
