timeStamp,value
0.35374809200038726,0
0.5415654550006366,0
0.7265899620006167,0
0.9108818790000441,0
1.0949188800004777,0
1.278768007000508,0
1.4637165590002041,0
1.6478369790002034,0
1.8315405220000684,0
2.016922077000345,0
2.2044477370000095,0
2.3887692470007096,0
2.573740677999922,0
2.757869103000303,0
2.941762443000698,0
3.1265229580003506,0
3.310795596999924,0
3.494693107000785,0
3.6796945850001066,0
3.86374205500033,0
4.047577732000718,0
4.232697840000583,0
4.4168159390001165,0
4.600881580000532,0
4.7849000129999695,0
4.969803327000591,0
5.153921013000399,0
5.337869949000378,0
5.5228721010007575,0
5.706632327000079,0
5.890961099999913,0
6.075980212000104,0
6.25975660900076,0
6.443680757000038,0
6.628845082000225,0
6.812879022000743,0
6.996702753000136,0
7.181667580000067,0
7.365979277000406,0
7.549894554000275,0
7.733881623000343,0
7.918546407000576,0
8.102952731000187,0
8.286715969000397,0
8.471833719000642,0
8.655645041000753,0
8.839834950000295,0
9.024847032000253,0
9.208592107000186,0
9.392949563000002,191
9.578073066000798,187
9.762113394000153,195
9.946066471999984,193
10.130981809000332,190
10.315080017000582,189
10.499025390000497,184
10.682991263000076,192
10.867810144000032,186
11.051956685000732,190
11.235775937000653,187
11.420921490000183,190
11.60509178600023,195
11.789005413000268,185
11.974050632999933,191
12.157825469000272,196
12.342007311000089,192
12.527051243000642,190
12.710945666000043,188
12.89505300700057,189
13.07998348000001,186
13.263858532000086,189
13.447984960000213,183
13.632039472000542,189
13.81695761500032,183
14.001109711000026,187
14.1850830580006,185
14.370040039000742,186
14.554119471000377,182
14.737970860000132,189
14.923057592000077,179
15.107072234000043,186
15.294825867000327,186
15.480031938000138,184
15.664006457000141,187
15.848149727000418,185
16.033074795000175,184
16.216848774000027,181
16.401157133000197,182
16.58609341400006,181
16.77017623000029,182
16.95417529400038,181
17.13787190000039,192
17.323058728999968,181
17.507031131000076,185
17.69473377200029,185
17.879955934000463,187
18.06409088000055,181
18.24797140999999,179
18.43296753300001,185
18.617035606000172,182
18.800903386000755,176
18.985964635000528,180
19.169663958000456,176
19.354201998000462,177
19.539042205999976,180
19.72316049300025,185
19.90713186100038,181
20.095571018000555,180
20.280069852999986,180
20.46420139300062,185
20.64913760700074,178
20.833133353999983,179
21.01706339300017,170
21.202066528000614,174
21.386143655000524,174
21.57010744800027,177
21.754128033000597,172
21.938795998000387,166
22.123843344000306,176
22.310535706000337,172
22.495968473000175,181
22.68005081299998,168
22.864075944000433,183
23.048984332000146,179
23.232942341000125,170
23.416993768000793,168
23.60200399400037,179
23.786067338000066,186
23.970055014000536,188
24.15882185800001,211
24.34317587500027,219
24.52720905500064,232
24.712170910000168,240
24.896213674000137,248
25.08019456400052,249
25.265160131000812,271
25.449240233000637,283
25.63317191600072,295
25.817209393000667,314
26.002118543000506,309
26.186242106000464,317
26.370121002000815,342
26.555083865000597,361
26.738927594000415,353
26.922803156000555,413
27.107656519000557,408
27.29202688100031,430
27.47600815700025,451
27.661031024000295,480
27.845066175000284,482
28.02900265900007,498
28.214000071000555,540
28.398116977000427,508
28.581935879999946,518
28.766029369000535,551
28.950882155000727,576
29.13507523000044,564
29.31908530600049,561
29.50419043200054,574
29.68821379900055,584
29.872164832000635,599
30.05710399899999,580
30.241203495000264,568
30.42514511600075,569
30.610171578000518,581
30.7941614070005,599
30.97832265500074,615
31.163322245000018,560
31.34726703600063,579
31.531164160000117,566
31.715159243000016,579
31.90012812600071,564
32.084066959000666,564
32.26807204600027,573
32.45301022500007,591
32.63690801900066,567
32.824769514000764,558
33.01000865400056,579
33.19413753700064,569
33.378077919000134,561
33.563034101000085,547
33.74666406400047,553
33.93109678300061,589
34.11604959300075,580
34.3000333960008,553
34.48422915900028,571
34.66915384500044,559
34.853213315000175,568
35.037186825999925,585
35.225900799000556,582
35.410247026000434,609
35.59428458399998,620
35.77918798200062,651
35.96325345600053,647
36.14699613800076,665
36.33088515600048,660
36.515919018000204,664
36.70013445600034,684
36.88426447600068,648
37.07011463700019,651
37.25681347600039,687
37.44119554400004,692
37.626158951000434,763
37.81021139099994,777
37.994157955000446,750
38.179162990000805,762
38.36315272499996,726
38.546872917000655,761
38.73216758000035,776
38.91616423200048,769
39.10016430199994,777
39.28519254999992,772
39.46929037400059,742
39.653322697000476,781
39.83733331100029,806
40.022041598000214,781
40.20625726000071,823
40.390091168000254,836
40.57517400400047,821
40.75892999500047,817
40.942946488000416,837
41.128299995000816,840
41.31222078300016,802
41.496182030000455,818
41.681201411000075,743
41.86520315800044,767
42.04913498800033,783
42.23423445700064,784
42.41830729200046,774
42.60220633300014,785
42.78614175000075,770
42.97111459300049,792
43.15517022200038,766
43.33900176700081,751
43.5238567790002,703
43.708379247000266,759
43.89603511700079,718
44.08132471800036,729
44.26499730700016,709
44.449360027000694,705
44.63436112800082,728
44.818405386999984,651
45.00235427000007,695
45.187359499000195,631
45.37510566900073,661
45.55921764100003,675
45.7444509980005,642
45.93207937600073,630
46.116413393000585,628
46.30114312400019,623
46.48533464200045,618
46.66927340800066,619
46.854125515000305,590
47.04040405100022,581
47.23391215600077,584
47.419122521000645,614
47.603203416000724,597
47.78727652100042,609
47.972251216000586,597
48.15601390300071,575
48.34026822100077,591
48.525225503,583
48.70936515300036,582
48.89330617700034,582
