timeStamp,value
0.3530882639997799,0
0.5417899569993097,0
0.7260023919998275,0
0.9100664910001797,0
1.0947387689993775,0
1.279067581000163,0
1.463040847999764,0
1.648017384999548,0
1.83210240399967,0
2.0159722520002106,0
2.1997947660001955,0
2.384995558999435,0
2.5690914979995796,0
2.7530591009999625,0
2.938018598999406,0
3.12183553199975,0
3.3059797219993925,0
3.4910013909993722,0
3.67511283299973,0
3.8591004390000307,0
4.044088648999605,0
4.227926544000184,0
4.4122042829994825,0
4.596018305000143,0
4.781134770999415,0
4.965261841000029,0
5.149203615999795,0
5.333962867000082,0
5.5182224840000345,0
5.701945465999415,0
5.887170936000075,0
6.0713217599995914,0
6.255309538999427,0
6.44023279799967,0
6.624273913999787,0
6.808346488999632,0
6.993163661999461,0
7.177082150999922,0
7.361143643000105,0
7.54490071500004,0
7.729836060999332,0
7.914183310999761,0
8.098093259999587,0
8.282804642999508,0
8.467237064999608,0
8.65112922499975,636
8.836048364999442,622
9.020203405999382,650
9.204027605999727,631
9.389383007000106,633
9.573477799000102,618
9.757216000999506,620
9.942147269000088,640
10.126251894999768,619
10.314124640000045,610
10.499405792999823,641
10.686879032999968,647
10.87129220999941,632
11.056372607999947,633
11.240466446000028,640
11.424313696999889,633
11.609216719999495,614
11.797172722000141,636
11.981405355999414,630
12.166263502999755,645
12.350393511999755,624
12.534261641999365,612
12.718312942000011,626
12.903358388000015,598
13.087435313999777,630
13.270986353999433,639
13.45631743299964,625
13.640406819999953,631
13.824324995999632,634
14.009175023999887,634
14.193345537999448,631
14.377363425000112,622
14.562403459999587,624
14.746193926999695,625
14.930411194999579,632
15.115457645999413,622
15.299589370999456,627
15.483537052999964,610
15.667443941999409,625
15.852443978999872,616
16.036355659999572,631
16.220510303999617,627
16.405454050000117,622
16.589433819000078,606
16.77359234100004,632
16.958448501999555,618
17.142506188999505,622
17.330172700999356,618
17.515436790999956,632
17.699344394000036,615
17.88346937699953,617
18.068449835000138,615
18.25230664599985,609
18.43643688100019,611
18.62135459199999,602
18.805322323999462,620
18.989489601999594,601
19.174492606000058,617
19.35845238099955,617
19.542357114999504,616
19.72629114099982,620
19.91137764999985,622
20.09565614099938,610
20.27963466900019,625
20.46459309399961,617
20.648774502999913,614
20.832646946999375,637
21.021214654999312,617
21.205656694000027,602
21.389631600999564,611
21.574579361999895,620
21.758437976000096,598
21.9426668469996,607
22.127554939999754,607
22.31529271799991,606
22.499534300999585,539
22.684538356999838,603
22.86840843199934,624
23.0525724299996,571
23.23717556199972,605
23.421527773999514,592
23.60533951799971,612
23.78930518099969,616
23.974430034999386,599
24.158625285999733,599
24.342716618999475,616
24.527699764999852,626
24.711734264999905,597
24.89570884800014,635
25.08073086999957,591
25.264763954000045,575
25.45240948999981,597
25.637718895000035,606
25.825401056999908,593
26.009711523999613,618
26.19813945199985,571
26.382783969999764,600
26.570246379999844,596
26.755637247999402,605
26.94344579100016,616
27.128474817000097,597
27.312706661999982,649
27.49666321099994,664
27.681589529999655,713
27.865701748999527,737
28.04964088199995,760
28.2336825579996,781
28.418686588999662,817
28.60244605400021,832
28.786688778000098,876
28.971670142999756,897
29.155758655999307,899
29.33981616999972,954
29.524875289000192,945
29.708625297999788,998
29.89282402399931,1059
30.077813641999455,1099
30.26186807399972,1142
30.449514123999506,1130
30.634545828999762,1170
30.822574554999846,1186
31.010600237999824,1225
31.195807487999446,1244
31.379827548999856,1289
31.563657730999694,1336
31.748852191999504,1383
31.932910171999538,1462
32.11651234999954,1563
32.301529681999455,1549
32.48561016499934,1566
32.66958397799954,1619
32.854667773000074,1630
33.038763880999795,1665
33.222586066000076,1579
33.40673196899934,1669
33.59165688799931,1676
33.775749206999535,1690
33.95972148100009,1660
34.1448151959994,1702
34.32890272299937,1603
34.51284608300011,1605
34.697835965000195,1584
34.88189870299993,1616
35.06587418900017,1577
35.25065548299972,1607
35.43501014499998,1591
35.618742836999445,1665
35.80276303499977,1644
35.98777466999945,1637
36.17198503799955,1669
36.35583723399941,1690
36.54093129000012,1720
36.72485357200003,1711
36.90895418999935,1741
37.09375407399966,1757
37.27783644200008,1729
37.461727434999375,1695
37.64661686399995,1762
37.830868530999396,1813
38.01480468999944,1847
38.1996732030002,1753
38.38379420199999,1778
38.567862449999666,1739
38.75181190500007,1771
38.93678946399996,1773
39.12085158799982,1773
39.304925544999605,1741
39.48983673099974,1741
39.674016442999346,1727
39.85794277399964,1808
40.04272929099989,1859
40.22696700399956,1859
40.41102100699936,1852
40.59580606799955,1780
40.77995461499995,1702
40.96394932600015,1658
41.14873838699987,1771
41.33300660399982,1766
41.517031235000104,1734
41.70071402599933,1723
41.885959557000206,1600
42.06988626899965,1769
42.25390073299968,1720
42.438836635999905,1766
42.62290981199931,1856
42.80695148799987,1794
42.99187884799994,1873
43.175940858000104,1856
43.359914199999366,1840
43.54479477099994,1880
43.72894945200005,1831
43.91284850200009,1803
44.09790878500007,1790
44.28211071699934,1868
44.466088229999514,1757
44.64984532200015,1817
44.83502377700006,1829
45.019098041999314,1773
45.203091762999975,1759
45.38803500699942,1776
45.57210235799994,1697
45.755827617999785,1669
45.94115845399938,1635
46.12888771500002,1628
46.31312969499959,1651
46.50176056100008,1552
46.686052461000145,1383
46.87021515000015,1485
47.060108124999715,1466
47.2466083219997,1443
47.43097426699933,1319
47.61596368499977,1349
47.80010720900009,1369
47.98406585500015,1297
48.16871613999956,1288
48.35298095999951,1257
48.53703906899955,1258
48.72206232299959,1246
48.906055055999786,1192
49.09007758000007,1226
49.27474932699988,1204
49.45911198700014,1179
49.64294926000002,1136
49.82821873099965,1094
50.012279591999686,1107
50.19603565599937,1115
50.38029864799955,1097
50.565021484999306,1091
50.75292938799976,1034
50.938201111000126,1037
51.12227739199989,1033
51.30624121299934,1038
51.49018436999995,1038
51.67505271199934,1006
51.859144703999846,1001
52.04306490199997,1014
52.22794520299976,1000
52.415864027999305,987
52.600018983000155,999
52.78490899499957,940
