timestamp,left_tVOC,left_CO2,left_baseline,right_tVOC,right_CO2,right_baseline
2023-04-28 02:14:37,0,400,2467466851,5,400,2539032250
2023-04-28 02:19:40,11,403,2467663463,13,400,2539097791
2023-04-28 02:24:42,8,411,2467925611,13,406,2539163329
2023-04-28 02:29:45,11,401,2467991152,5,400,2539359940
2023-04-28 02:34:47,10,403,2468253301,9,417,2539425478
2023-04-28 02:39:50,0,400,2468253303,8,417,2539622092
2023-04-28 02:44:53,7,403,2468384375,10,414,2539622097
2023-04-28 02:49:55,9,402,2468515454,2,402,2539687638
2023-04-28 02:54:58,0,404,2468515461,9,419,2539753174
2023-04-28 03:00:01,3,400,2468580997,9,407,2539818712
2023-04-28 03:05:03,5,400,2468777606,8,412,2539949788
2023-04-28 03:10:06,0,400,2469039753,6,413,2540080866
2023-04-28 03:15:08,11,405,2469105288,5,401,2540146404
2023-04-28 03:20:11,0,408,2469105292,9,400,2540211943
2023-04-28 03:25:14,0,400,2469301905,16,411,2540343017
2023-04-28 03:30:16,5,400,2469432981,7,402,2540408554
2023-04-28 03:35:19,6,400,2469695128,2,400,2540539627
2023-04-28 03:40:22,5,400,2469826203,9,402,2540670704
2023-04-28 03:45:24,4,400,2469957276,5,402,2540736241
2023-04-28 03:50:27,7,402,2470088348,5,407,2540867318
2023-04-28 03:55:29,2,400,2470153885,10,409,2540998391
2023-04-28 04:00:32,3,400,2470153888,8,400,2541129463
2023-04-28 04:05:35,12,410,2470153888,14,409,2541195003
2023-04-28 04:10:37,15,416,2470088352,5,400,2541195004
2023-04-28 04:15:40,7,400,2470284961,5,403,2541260544
2023-04-28 04:20:42,7,400,2470416033,12,419,2541260548
2023-04-28 04:25:45,6,408,2470547106,13,415,2541195016
2023-04-28 04:30:48,12,404,2470547106,6,413,2541195017
2023-04-28 04:35:50,6,400,2470743714,8,400,2541195017
2023-04-28 04:40:53,5,407,2470743721,2,400,2541129480
2023-04-28 04:45:56,0,403,2470678184,13,412,2541129480
2023-04-28 04:50:58,8,416,2470612651,9,410,2541063944
2023-04-28 04:56:01,9,410,2470481579,7,410,2540932872
2023-04-28 05:01:03,13,434,2470416043,5,415,2540867336
2023-04-28 05:06:06,9,422,2470284971,11,410,2540801801
2023-04-28 05:11:09,11,424,2470219435,19,416,2540670729
2023-04-28 05:16:11,11,422,2470088362,16,419,2540605193
2023-04-28 05:21:14,4,423,2470022826,11,421,2540539657
2023-04-28 05:26:17,8,414,2469891754,9,410,2540408585
2023-04-28 05:31:19,8,419,2469826218,10,419,2540408586
2023-04-28 05:36:22,11,416,2469695147,2,408,2540277514
2023-04-28 05:41:24,16,451,2469629611,16,428,2540211978
2023-04-28 05:46:27,27,458,2469498539,20,429,2540080906
2023-04-28 05:51:30,24,455,2469433003,29,455,2540015370
2023-04-28 05:56:32,25,441,2469301931,27,478,2539884298
2023-04-28 06:01:35,21,459,2469236395,39,474,2539818762
2023-04-28 06:06:38,25,461,2469105323,29,467,2539687690
2023-04-28 06:11:40,23,454,2469039787,27,456,2539622154
2023-04-28 06:16:43,27,445,2468908715,35,462,2539491082
2023-04-28 06:21:45,0,411,2468843182,5,411,2539425549
2023-04-28 06:26:48,9,412,2468712132,7,410,2539425574
2023-04-28 06:31:51,0,400,2469105391,5,407,2539425592
2023-04-28 06:36:53,0,400,2469498635,0,400,2539556694
2023-04-28 06:41:56,0,400,2469891893,4,400,2539884396
2023-04-28 06:46:59,4,400,2470285128,3,400,2540277630
2023-04-28 06:52:01,4,400,2470678367,5,400,2540605337
2023-04-28 06:57:04,11,400,2471071595,0,400,2540998571
2023-04-28 07:02:06,5,400,2471464838,2,400,2541391812
2023-04-28 07:07:09,8,400,2471858075,0,400,2541785055
2023-04-28 07:12:12,3,400,2472251316,7,400,2542178297
2023-04-28 07:17:14,8,400,2472644562,0,400,2542571528
2023-04-28 07:22:17,0,400,2473037793,2,400,2543030299
2023-04-28 07:27:20,8,400,2473496571,4,400,2543423538
2023-04-28 07:32:22,10,400,2473889805,5,400,2543816790
2023-04-28 07:37:25,5,400,2474283043,0,400,2544210020
2023-04-28 07:42:27,5,400,2474676278,5,400,2544603240
2023-04-28 07:47:30,0,400,2475069511,3,400,2544996473
2023-04-28 07:52:33,6,400,2475462748,0,400,2545258637
2023-04-28 07:57:35,7,400,2475790447,0,400,2545324181
2023-04-28 08:02:38,2,400,2475921523,0,400,2545455264
2023-04-28 08:07:41,0,400,2476052605,0,400,2545520813
2023-04-28 08:12:43,0,400,2476118152,4,400,2545651899
2023-04-28 08:17:46,0,400,2476249237,0,400,2545717446
2023-04-28 08:22:48,2,400,2476314784,2,400,2545848531
2023-04-28 08:27:51,0,400,2476445868,0,400,2545914082
2023-04-28 08:32:54,0,400,2476511414,0,400,2546045167
2023-04-28 08:37:56,0,400,2476642500,0,400,2546110718
2023-04-28 08:42:59,2,400,2476708048,0,400,2546241805
2023-04-28 08:48:02,0,400,2476839130,0,400,2546307354
2023-04-28 08:53:04,0,400,2476904677,0,400,2546438440
2023-04-28 08:58:07,0,400,2477035758,0,400,2546503988
2023-04-28 09:03:10,0,400,2477101304,0,400,2546635072
2023-04-28 09:08:12,0,400,2477232385,0,400,2546700622
2023-04-28 09:13:15,0,400,2477297930,0,400,2546831704
2023-04-28 09:18:17,0,400,2477429013,0,400,2546897251
2023-04-28 09:23:20,0,400,2477494561,0,400,2547028333
2023-04-28 09:28:23,0,400,2477625646,0,400,2547093879
2023-04-28 09:33:25,0,400,2477691195,7,400,2547224961
2023-04-28 09:38:28,0,400,2477822280,9,400,2547290506
2023-04-28 09:43:31,12,400,2477887825,0,400,2547421587
2023-04-28 09:48:33,2,400,2478018904,0,400,2547487134
2023-04-28 09:53:36,0,400,2478084447,0,400,2547618214
2023-04-28 09:58:38,0,400,2478215526,0,400,2547683756
2023-04-28 10:03:41,9,400,2478281067,1,400,2547814833
2023-04-28 10:08:44,4,400,2478412147,0,400,2547880378
2023-04-28 10:13:46,1,400,2478477690,9,400,2548011458
2023-04-28 10:18:49,0,400,2478608769,0,400,2548077000
2023-04-28 10:23:52,0,400,2478674314,14,400,2548208078
2023-04-28 10:28:54,3,400,2478805392,4,400,2548339153
2023-04-28 10:33:57,0,400,2478870932,10,400,2548404692
2023-04-28 10:38:59,0,400,2479002010,4,400,2548535768
2023-04-28 10:44:02,0,400,2479133086,2,400,2548601310
2023-04-28 10:49:05,2,400,2479198624,0,400,2548732389
2023-04-28 10:54:07,8,400,2479329700,3,400,2548797931
2023-04-28 10:59:10,6,400,2479395241,11,400,2548929009
2023-04-28 11:04:13,1,400,2479526318,1,400,2548994549
2023-04-28 11:09:15,4,400,2479591861,1,400,2549125626
2023-04-28 11:14:18,0,400,2479722940,0,400,2549191170
2023-04-28 11:19:20,0,400,2479788484,0,400,2549322251
2023-04-28 11:24:23,0,400,2479919567,9,400,2549387799
2023-04-28 11:29:26,5,400,2479985108,3,400,2549518878
2023-04-28 11:34:28,3,400,2480116184,5,400,2549584419
2023-04-28 11:39:31,3,400,2480181723,2,400,2549715498
2023-04-28 11:44:34,0,400,2480312808,0,400,2549781043
2023-04-28 11:49:36,4,400,2480378357,0,400,2549912123
2023-04-28 11:54:39,2,400,2480509432,3,400,2549977663
2023-04-28 11:59:41,0,400,2480574975,0,400,2550108738
2023-04-28 12:04:44,0,400,2480706058,0,400,2550174281
2023-04-28 12:09:47,5,400,2480771599,0,400,2550305355
2023-04-28 12:14:49,0,400,2480902679,2,400,2550370898
2023-04-28 12:19:52,0,400,2480968222,0,400,2550501975
2023-04-28 12:24:55,6,400,2481099299,9,400,2550567515
2023-04-28 12:29:57,0,400,2481164840,4,400,2550698593
2023-04-28 12:35:00,0,400,2481295918,6,400,2550764138
2023-04-28 12:40:02,0,400,2481361461,0,400,2550895219
2023-04-28 12:45:05,1,400,2481492538,8,400,2550960762
2023-04-28 12:50:08,0,400,2481558076,0,400,2551091837
2023-04-28 12:55:10,0,400,2481689152,9,400,2551157377
2023-04-28 13:00:13,0,400,2481754692,0,400,2551288452
2023-04-28 13:05:16,3,400,2481885769,3,400,2551419527
2023-04-28 13:10:18,7,400,2481951309,5,400,2551485065
2023-04-28 13:15:21,10,400,2482082383,1,400,2551616140
2023-04-28 13:20:23,0,400,2482213458,6,400,2551681679
2023-04-28 13:25:26,3,400,2482278997,7,400,2551812754
2023-04-28 13:30:29,4,400,2482410071,1,400,2551878291
2023-04-28 13:35:31,4,400,2482475608,12,400,2552009364
2023-04-28 13:40:34,9,400,2482606681,7,400,2552074902
2023-04-28 13:45:36,3,400,2482672217,8,400,2552205976
2023-04-28 13:50:39,0,400,2482803291,7,400,2552271514
2023-04-28 13:55:42,0,400,2482868831,0,400,2552402591
2023-04-28 14:00:44,0,400,2482999910,0,400,2552468134
2023-04-28 14:05:47,0,400,2483065455,0,400,2552599215
2023-04-28 14:10:50,6,400,2483196534,0,400,2552664757
2023-04-28 14:15:52,2,400,2483262077,1,400,2552795833
2023-04-28 14:20:55,1,400,2483393155,4,400,2552861376
2023-04-28 14:25:57,6,400,2483458693,0,400,2552992452
2023-04-28 14:31:00,0,400,2483589770,0,400,2553057994
2023-04-28 14:36:03,11,400,2483655312,2,400,2553189071
2023-04-28 14:41:05,0,400,2483786387,4,400,2553254612
2023-04-28 14:46:08,8,400,2483851925,0,400,2553385686
2023-04-28 14:51:11,5,400,2483983000,12,400,2553451225
2023-04-28 14:56:13,2,400,2484048540,3,400,2553582302
2023-04-28 15:01:16,0,400,2484179617,1,400,2553647841
2023-04-28 15:06:18,2,400,2484245158,0,400,2553778920
2023-04-28 15:11:21,4,400,2484376236,0,400,2553844460
2023-04-28 15:16:24,0,400,2484441776,0,400,2553975535
2023-04-28 15:21:26,3,400,2484572854,1,400,2554041076
2023-04-28 15:26:29,12,400,2484638392,3,400,2554172152
2023-04-28 15:31:32,1,400,2484769465,12,400,2554237691
2023-04-28 15:36:34,2,400,2484835003,6,400,2554368766
2023-04-28 15:41:37,0,400,2484966077,8,400,2554499842
2023-04-28 15:46:39,7,400,2485031618,3,400,2554565382
2023-04-28 15:51:42,0,400,2485162693,3,400,2554696458
2023-04-28 15:56:45,4,400,2485293768,3,400,2554761998
2023-04-28 16:01:47,3,400,2485359307,1,400,2554893075
2023-04-28 16:06:50,7,400,2485490380,4,400,2554958612
2023-04-28 16:11:53,0,400,2485555923,0,400,2555089688
2023-04-28 16:16:55,8,400,2485686998,9,400,2555155226
2023-04-28 16:21:58,4,400,2485752535,29,400,2555286299
2023-04-28 16:27:00,15,400,2485883607,35,400,2555351835
2023-04-28 16:32:03,21,400,2485949143,43,400,2555482906
2023-04-28 16:37:06,34,400,2486080215,35,400,2555548442
2023-04-28 16:42:08,33,400,2486145751,40,400,2555679514
2023-04-28 16:47:11,35,400,2486276823,47,400,2555745050
2023-04-28 16:52:14,47,400,2486342359,41,400,2555876122
2023-04-28 16:57:16,46,400,2486473431,45,400,2555941658
2023-04-28 17:02:19,52,400,2486538967,43,400,2556072730
2023-04-28 17:07:21,58,400,2486670039,60,400,2556138266
2023-04-28 17:12:24,57,400,2486735575,47,400,2556269338
2023-04-28 17:17:27,62,400,2486866647,64,400,2556334874
2023-04-28 17:22:29,67,400,2486932183,55,400,2556465946
2023-04-28 17:27:32,70,400,2487063255,65,400,2556531482
2023-04-28 17:32:35,65,400,2487128791,80,400,2556662554
2023-04-28 17:37:37,78,400,2487259863,79,400,2556728090
2023-04-28 17:42:40,80,400,2487325399,86,400,2556859162
2023-04-28 17:47:42,78,400,2487456471,89,400,2556924698
2023-04-28 17:52:45,85,400,2487522007,89,400,2557055770
2023-04-28 17:57:48,90,400,2487653079,84,400,2557121306
2023-04-28 18:02:50,90,400,2487718615,94,400,2557252378
2023-04-28 18:07:53,99,400,2487849687,91,400,2557317914
2023-04-28 18:12:55,92,400,2487915223,93,400,2557448986
2023-04-28 18:17:58,89,400,2488046295,92,400,2557580058
2023-04-28 18:23:01,102,400,2488111831,100,400,2557645594
2023-04-28 18:28:03,113,400,2488242903,106,400,2557776666
2023-04-28 18:33:06,103,400,2488373975,112,400,2557842202
2023-04-28 18:38:09,118,400,2488439511,107,400,2557973274
2023-04-28 18:43:11,112,400,2488570583,106,400,2558038810
2023-04-28 18:48:14,104,400,2488636119,108,400,2558169882
2023-04-28 18:53:16,112,400,2488767191,103,400,2558235418
2023-04-28 18:58:19,115,400,2488832727,120,400,2558366490
2023-04-28 19:03:22,116,400,2488963799,121,400,2558432026
2023-04-28 19:08:24,116,400,2489029335,115,400,2558563098
2023-04-28 19:13:27,133,400,2489160407,118,400,2558628634
2023-04-28 19:18:30,126,400,2489225943,123,400,2558759706
2023-04-28 19:23:32,128,400,2489357015,132,400,2558825242
2023-04-28 19:28:35,124,400,2489422551,128,400,2558956314
2023-04-28 19:33:37,129,400,2489553623,133,400,2559021850
2023-04-28 19:38:40,133,400,2489619159,143,400,2559152922
2023-04-28 19:43:43,135,400,2489750231,138,400,2559218458
2023-04-28 19:48:45,134,400,2489815767,142,400,2559349530
2023-04-28 19:53:48,140,400,2489946839,135,400,2559415066
2023-04-28 19:58:51,133,400,2490012375,140,400,2559546138
2023-04-28 20:03:53,144,400,2490143447,145,400,2559611674
2023-04-28 20:08:56,138,400,2490208983,141,400,2559742746
2023-04-28 20:13:58,139,400,2490340055,147,400,2559808282
2023-04-28 20:19:01,152,400,2490405591,156,400,2559939354
2023-04-28 20:24:04,142,400,2490536663,154,400,2560004890
2023-04-28 20:29:06,143,400,2490602199,151,400,2560135962
2023-04-28 20:34:09,153,400,2490733271,154,400,2560201498
2023-04-28 20:39:12,150,400,2490798807,153,400,2560332570
2023-04-28 20:44:14,152,400,2490929879,149,400,2560398106
2023-04-28 20:49:17,147,400,2490995415,160,400,2560529178
2023-04-28 20:54:19,147,400,2491126487,158,400,2560660250
2023-04-28 20:59:22,151,400,2491192023,166,400,2560725786
2023-04-28 21:04:25,151,400,2491323095,158,400,2560856858
2023-04-28 21:09:27,156,400,2491388631,161,400,2560922394
2023-04-28 21:14:30,159,403,2491454167,156,400,2561053466
2023-04-28 21:19:33,158,400,2491585239,161,400,2561119002
2023-04-28 21:24:35,159,400,2491650775,162,400,2561250074
2023-04-28 21:29:38,162,401,2491650775,169,400,2561315610
2023-04-28 21:34:40,166,412,2491716311,172,404,2561446682
2023-04-28 21:39:43,161,403,2491716311,168,400,2561512218
2023-04-28 21:44:46,163,409,2491716311,176,405,2561577754
2023-04-28 21:49:48,166,409,2491781847,170,400,2561708826
2023-04-28 21:54:51,165,407,2491716310,176,405,2561774362
2023-04-28 21:59:54,165,418,2491716310,187,408,2561839898
2023-04-28 22:04:56,172,411,2491716310,172,415,2561839898
2023-04-28 22:09:59,175,418,2491716310,166,400,2561905434
2023-04-28 22:15:01,163,406,2491716310,172,400,2561970970
2023-04-28 22:20:04,169,415,2491716310,175,408,2562036506
2023-04-28 22:25:07,173,420,2491716310,177,400,2562036505
2023-04-28 22:30:09,175,416,2491650774,175,407,2562102041
2023-04-28 22:35:12,170,421,2491650774,178,407,2562102041
2023-04-28 22:40:14,166,415,2491650774,170,406,2562102041
2023-04-28 22:45:17,168,422,2491650774,174,407,2562102041
2023-04-28 22:50:20,179,426,2491650774,175,413,2562102041
2023-04-28 22:55:22,164,416,2491650774,183,422,2562102041
2023-04-28 23:00:25,175,416,2491585238,173,405,2562102041
2023-04-28 23:05:28,179,418,2491585238,176,412,2562102041
2023-04-28 23:10:30,175,422,2491585238,178,413,2562102041
2023-04-28 23:15:33,176,423,2491585238,177,402,2562102041
2023-04-28 23:20:35,173,424,2491585238,179,412,2562102041
2023-04-28 23:25:38,175,426,2491585238,174,405,2562102041
2023-04-28 23:30:41,182,417,2491585238,184,408,2562102041
2023-04-28 23:35:43,181,421,2491519702,183,411,2562102041
2023-04-28 23:40:46,169,423,2491519702,191,420,2562102041
2023-04-28 23:45:49,178,429,2491519702,191,425,2562102041
2023-04-28 23:50:51,177,425,2491519702,188,422,2562036505
2023-04-28 23:55:54,181,428,2491519702,180,418,2562036505
2023-04-29 00:00:56,185,438,2491519702,194,408,2562036505
2023-04-29 00:05:59,181,435,2491454166,194,428,2562036505
2023-04-29 00:11:02,187,445,2491454166,201,437,2562036505
2023-04-29 00:16:04,187,447,2491454166,192,424,2562036505
2023-04-29 00:21:07,186,434,2491454166,187,426,2561970969
2023-04-29 00:26:10,189,440,2491454166,188,425,2561970969
2023-04-29 00:31:12,185,432,2491454166,192,418,2561970969
2023-04-29 00:36:15,185,437,2491454166,187,427,2561970969
2023-04-29 00:41:17,188,450,2491388630,192,432,2561970969
2023-04-29 00:46:20,185,439,2491388630,200,439,2561970969
2023-04-29 00:51:23,188,457,2491388630,206,439,2561970969
2023-04-29 00:56:25,189,452,2491388630,195,438,2561905433
2023-04-29 01:01:28,193,451,2491388630,190,425,2561905433
2023-04-29 01:06:31,184,449,2491388630,189,423,2561905433
2023-04-29 01:11:33,190,440,2491388630,199,445,2561905433
2023-04-29 01:16:36,187,445,2491323094,195,433,2561905433
2023-04-29 01:21:38,190,454,2491323094,192,446,2561905433
2023-04-29 01:26:41,190,451,2491323094,200,439,2561839897
2023-04-29 01:31:44,194,459,2491323094,195,440,2561839897
2023-04-29 01:36:46,188,454,2491323094,194,431,2561839897
2023-04-29 01:41:49,201,455,2491323094,197,433,2561839897
2023-04-29 01:46:51,195,458,2491257558,193,430,2561839897
2023-04-29 01:51:54,198,453,2491257558,202,446,2561839897
2023-04-29 01:56:57,197,466,2491257558,209,442,2561839897
2023-04-29 02:01:59,194,458,2491257558,198,446,2561774361
2023-04-29 02:07:02,200,454,2491257558,205,449,2561774361
2023-04-29 02:12:05,190,445,2491257558,205,456,2561774361
2023-04-29 02:17:07,202,455,2491257558,203,456,2561774361
2023-04-29 02:22:10,198,460,2491192022,205,450,2561774361
2023-04-29 02:27:12,196,464,2491192022,197,444,2561774361
2023-04-29 02:32:15,205,457,2491192022,205,452,2561774361
2023-04-29 02:37:18,196,452,2491192022,208,446,2561708825
2023-04-29 02:42:20,197,450,2491192022,212,452,2561708825
2023-04-29 02:47:23,196,457,2491192022,198,445,2561708825
2023-04-29 02:52:26,193,449,2491192022,207,434,2561708825
2023-04-29 02:57:28,200,454,2491126486,209,463,2561708825
2023-04-29 03:02:31,195,456,2491126486,201,447,2561708825
2023-04-29 03:07:33,199,451,2491126486,196,440,2561643289
2023-04-29 03:12:36,200,468,2491126486,204,454,2561643289
2023-04-29 03:17:39,203,457,2491126486,199,448,2561643289
2023-04-29 03:22:41,199,466,2491126486,202,447,2561643289
2023-04-29 03:27:44,201,469,2491060950,202,465,2561643289
2023-04-29 03:32:47,204,462,2491060950,204,443,2561643289
2023-04-29 03:37:49,203,470,2491060950,210,453,2561643289
2023-04-29 03:42:52,197,470,2491060950,214,460,2561577753
2023-04-29 03:47:54,200,465,2491060949,201,452,2561577753
2023-04-29 03:52:57,209,466,2491060949,207,458,2561577753
2023-04-29 03:58:00,205,458,2491060949,202,445,2561577753
2023-04-29 04:03:02,199,459,2490995413,208,451,2561577753
2023-04-29 04:08:05,205,469,2490995413,199,456,2561577753
2023-04-29 04:13:08,195,474,2490995413,206,462,2561512216
2023-04-29 04:18:10,204,476,2490995413,212,459,2561512216
2023-04-29 04:23:13,206,476,2490995413,200,450,2561512216
2023-04-29 04:28:15,203,471,2490995413,206,459,2561512216
2023-04-29 04:33:18,203,470,2490929877,215,466,2561512216
2023-04-29 04:38:21,204,482,2490929877,208,464,2561512216
2023-04-29 04:43:23,200,463,2490929877,217,464,2561512216
2023-04-29 04:48:26,204,467,2490929877,214,466,2561446680
2023-04-29 04:53:28,212,469,2490929877,215,473,2561446680
2023-04-29 04:58:31,210,474,2490929877,199,451,2561446680
2023-04-29 05:03:34,205,483,2490929877,208,465,2561446680
2023-04-29 05:08:36,209,479,2490864341,211,463,2561446680
2023-04-29 05:13:39,214,492,2490864341,207,459,2561446680
2023-04-29 05:18:42,214,485,2490864341,213,460,2561446680
2023-04-29 05:23:44,205,474,2490864341,217,480,2561381144
2023-04-29 05:28:47,212,491,2490864341,213,467,2561381144
2023-04-29 05:33:49,208,471,2490864341,214,457,2561381144
2023-04-29 05:38:52,215,490,2490864341,219,469,2561381144
2023-04-29 05:43:55,215,480,2490798805,217,465,2561381144
2023-04-29 05:48:57,208,488,2490798805,221,474,2561381144
2023-04-29 05:54:00,210,490,2490798805,216,467,2561315608
2023-04-29 05:59:03,207,487,2490798805,215,474,2561315608
2023-04-29 06:04:05,212,488,2490798805,215,477,2561315608
2023-04-29 06:09:08,209,496,2490798805,213,472,2561315608
2023-04-29 06:14:10,218,493,2490733269,215,466,2561315608
2023-04-29 06:19:13,211,494,2490733269,214,475,2561315608
2023-04-29 06:24:16,220,491,2490733269,229,476,2561315608
2023-04-29 06:29:18,215,495,2490733269,220,472,2561250072
2023-04-29 06:34:21,212,495,2490733269,217,475,2561250072
2023-04-29 06:39:24,221,497,2490733269,229,501,2561250072
2023-04-29 06:44:26,220,501,2490733269,227,490,2561250072
2023-04-29 06:49:29,223,511,2490667733,213,479,2561250072
2023-04-29 06:54:31,222,510,2490667733,225,508,2561250072
2023-04-29 06:59:34,220,504,2490667733,232,499,2561184536
2023-04-29 07:04:37,228,515,2490667733,234,507,2561184536
2023-04-29 07:09:39,226,520,2490667733,233,512,2561184536
2023-04-29 07:14:42,221,512,2490667733,229,506,2561184536
