dateTime,experimentName,duration,braitType,braitDynamic,dcRpmInit,dcRpmMax,dcAlpha,dcK,dcKN,dcKI,dcKD,antennaType,antennaInitSpeed,snsBaselineLeft,snsBaselineRight,snsBaselineMiddle,snsSensorLeftID,snsSensorRightID,snsSensorMiddleID,offsetCorrection,symCorrection,snsSensorLeftNominal,snsSensorRightNominal,snsSymmetryCoeffs,snsSymmetryPower,snsSensorLoops,snsStorageSize,sensorSigMax,snsThreshold,snsFilterType,snsFilterCutoff
2023-05-12 07:33:39,antenna_tuning_p0_i0,25.580855007000082,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,24.25,43.6,"[0.058378984604861094, 27.29432650025721]",2.5,1,50,2000,200,2,0.1
2023-05-12 07:35:02,antenna_tuning_p0_i0,38.594460449999815,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,98.9,109.85,"[0.058378984604861094, 27.29432650025721]",2.5,1,50,2000,200,2,0.1
2023-05-12 07:38:00,antenna_tuning_p8_i0,48.312321570999984,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,108.1,146.1,"[0.058378984604861094, 27.29432650025721]",2.5,1,50,2000,200,2,0.1
2023-05-12 08:09:32,antenna_const_tuning_p0_i0,0.3754095600002074,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,0,0,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2000,200,2,0.1
2023-05-12 08:10:49,antenna_const_tuning_p0_i0,40.77457137100009,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,181.85,180.15,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2000,200,2,0.1
2023-05-12 08:13:31,antenna_const_p0_i0,50.16296689899991,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,175.35,183.5,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2250,200,2,0.1
2023-05-12 08:15:11,antenna_const_p8_i0,59.047248859999854,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,224.65,225.25,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2250,200,2,0.1
2023-05-12 08:16:34,antenna_const_p1_i0,44.006244614000025,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,243.55,237.85,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2250,200,2,0.1
2023-05-12 08:19:04,antenna_const_p7_i0,73.94903994800006,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,280.9,292.75,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2250,200,2,0.1
2023-05-12 08:20:24,antenna_const_p2_i0,46.935610648999955,1,False,30,50,1,1,0.1,1200,500,1,27.5,2563084711,2510000457,2530253164,0,1,2,True,True,281.1,282.7,"[0.043687923939069395, 29.828705198354818]",2.5,1,50,2250,200,2,0.1
